,bank,ltv,amount,rate,zip,city
3015,Pittsburgh,0.9,295650,0.0463,72020,Bradford
3016,Pittsburgh,0.9,295650,0.0463,72012,Beebe
3017,Pittsburgh,0.9,295650,0.0463,72010,Bald Knob
3018,Indianapolis,0.5,140000,0.045,72082,Kensett
3019,Indianapolis,0.5,140000,0.045,72149,Searcy
3020,Indianapolis,0.5,140000,0.045,72143,Searcy
3021,Indianapolis,0.5,140000,0.045,72139,Russell
3022,Indianapolis,0.5,140000,0.045,72137,Rose Bud
3023,Indianapolis,0.5,140000,0.045,72136,Romance
3024,Indianapolis,0.5,140000,0.045,72121,Pangburn
3025,Indianapolis,0.5,140000,0.045,72102,Mc Rae
3026,Indianapolis,0.5,140000,0.045,72085,Letona
3027,Indianapolis,0.5,140000,0.045,72081,Judsonia
3028,Indianapolis,0.5,140000,0.045,72068,Higginson
3029,Indianapolis,0.5,140000,0.045,72060,Griffithville
3030,Indianapolis,0.5,140000,0.045,72045,El Paso
3031,Indianapolis,0.5,140000,0.045,72020,Bradford
3032,Indianapolis,0.5,140000,0.045,72012,Beebe
3033,Indianapolis,0.5,140000,0.045,72010,Bald Knob
3034,Pittsburgh,0.8,199920,0.0488,72082,Kensett
3035,Pittsburgh,0.8,199920,0.0488,72149,Searcy
3036,Pittsburgh,0.8,199920,0.0488,72143,Searcy
3037,Pittsburgh,0.8,199920,0.0488,72139,Russell
3038,Pittsburgh,0.8,199920,0.0488,72137,Rose Bud
3039,Pittsburgh,0.8,199920,0.0488,72136,Romance
3040,Pittsburgh,0.8,199920,0.0488,72121,Pangburn
3041,Pittsburgh,0.8,199920,0.0488,72102,Mc Rae
3042,Pittsburgh,0.8,199920,0.0488,72085,Letona
3043,Pittsburgh,0.8,199920,0.0488,72081,Judsonia
3044,Pittsburgh,0.8,199920,0.0488,72068,Higginson
3045,Pittsburgh,0.8,199920,0.0488,72060,Griffithville
3046,Pittsburgh,0.8,199920,0.0488,72045,El Paso
3047,Pittsburgh,0.8,199920,0.0488,72020,Bradford
3048,Pittsburgh,0.8,199920,0.0488,72012,Beebe
3049,Pittsburgh,0.8,199920,0.0488,72010,Bald Knob
3050,Pittsburgh,0.72,453100,0.0488,72082,Kensett
3051,Pittsburgh,0.72,453100,0.0488,72149,Searcy
3052,Pittsburgh,0.72,453100,0.0488,72143,Searcy
3053,Pittsburgh,0.72,453100,0.0488,72139,Russell
3054,Pittsburgh,0.72,453100,0.0488,72137,Rose Bud
3055,Pittsburgh,0.72,453100,0.0488,72136,Romance
3056,Pittsburgh,0.72,453100,0.0488,72121,Pangburn
3057,Pittsburgh,0.72,453100,0.0488,72102,Mc Rae
3058,Pittsburgh,0.72,453100,0.0488,72085,Letona
3059,Pittsburgh,0.72,453100,0.0488,72081,Judsonia
3060,Pittsburgh,0.72,453100,0.0488,72068,Higginson
3061,Pittsburgh,0.72,453100,0.0488,72060,Griffithville
3062,Pittsburgh,0.72,453100,0.0488,72045,El Paso
3063,Pittsburgh,0.72,453100,0.0488,72020,Bradford
3064,Pittsburgh,0.72,453100,0.0488,72012,Beebe
3065,Pittsburgh,0.72,453100,0.0488,72010,Bald Knob
3066,Pittsburgh,0.8,204000,0.0413,72082,Kensett
3067,Pittsburgh,0.8,204000,0.0413,72149,Searcy
3068,Pittsburgh,0.8,204000,0.0413,72143,Searcy
3069,Pittsburgh,0.8,204000,0.0413,72139,Russell
3070,Pittsburgh,0.8,204000,0.0413,72137,Rose Bud
3071,Pittsburgh,0.8,204000,0.0413,72136,Romance
3072,Pittsburgh,0.8,204000,0.0413,72121,Pangburn
3073,Pittsburgh,0.8,204000,0.0413,72102,Mc Rae
3074,Pittsburgh,0.8,204000,0.0413,72085,Letona
3075,Pittsburgh,0.8,204000,0.0413,72081,Judsonia
3076,Pittsburgh,0.8,204000,0.0413,72068,Higginson
3077,Pittsburgh,0.8,204000,0.0413,72060,Griffithville
3078,Pittsburgh,0.8,204000,0.0413,72045,El Paso
3079,Pittsburgh,0.8,204000,0.0413,72020,Bradford
3080,Pittsburgh,0.8,204000,0.0413,72012,Beebe
3081,Pittsburgh,0.8,204000,0.0413,72010,Bald Knob
3082,Topeka,0.89,251000,0.0475,72082,Kensett
3083,Topeka,0.89,251000,0.0475,72149,Searcy
3084,Topeka,0.89,251000,0.0475,72143,Searcy
3085,Topeka,0.89,251000,0.0475,72139,Russell
3086,Topeka,0.89,251000,0.0475,72137,Rose Bud
3087,Topeka,0.89,251000,0.0475,72136,Romance
3088,Topeka,0.89,251000,0.0475,72121,Pangburn
3089,Topeka,0.89,251000,0.0475,72102,Mc Rae
3090,Topeka,0.89,251000,0.0475,72085,Letona
3091,Topeka,0.89,251000,0.0475,72081,Judsonia
3092,Topeka,0.89,251000,0.0475,72068,Higginson
3093,Topeka,0.89,251000,0.0475,72060,Griffithville
3094,Topeka,0.89,251000,0.0475,72045,El Paso
3095,Topeka,0.89,251000,0.0475,72020,Bradford
3096,Topeka,0.89,251000,0.0475,72012,Beebe
3097,Topeka,0.89,251000,0.0475,72010,Bald Knob
3098,Pittsburgh,0.9,104850,0.0499,72082,Kensett
3099,Pittsburgh,0.9,104850,0.0499,72149,Searcy
3100,Pittsburgh,0.9,104850,0.0499,72143,Searcy
3101,Pittsburgh,0.9,104850,0.0499,72139,Russell
3102,Pittsburgh,0.9,104850,0.0499,72137,Rose Bud
3103,Pittsburgh,0.9,104850,0.0499,72136,Romance
3104,Pittsburgh,0.9,104850,0.0499,72121,Pangburn
3105,Pittsburgh,0.9,104850,0.0499,72102,Mc Rae
3106,Pittsburgh,0.9,104850,0.0499,72085,Letona
3107,Pittsburgh,0.9,104850,0.0499,72081,Judsonia
3108,Pittsburgh,0.9,104850,0.0499,72068,Higginson
3109,Pittsburgh,0.9,104850,0.0499,72060,Griffithville
3110,Pittsburgh,0.9,104850,0.0499,72045,El Paso
3111,Pittsburgh,0.9,104850,0.0499,72020,Bradford
3112,Pittsburgh,0.9,104850,0.0499,72012,Beebe
3113,Pittsburgh,0.9,104850,0.0499,72010,Bald Knob
3114,Pittsburgh,0.8,180799,0.0438,72082,Kensett
3115,Pittsburgh,0.8,180799,0.0438,72149,Searcy
3116,Pittsburgh,0.8,180799,0.0438,72143,Searcy
3117,Pittsburgh,0.8,180799,0.0438,72139,Russell
3118,Pittsburgh,0.8,180799,0.0438,72137,Rose Bud
3119,Pittsburgh,0.8,180799,0.0438,72136,Romance
3120,Pittsburgh,0.8,180799,0.0438,72121,Pangburn
3121,Pittsburgh,0.8,180799,0.0438,72102,Mc Rae
3122,Pittsburgh,0.8,180799,0.0438,72085,Letona
3123,Pittsburgh,0.8,180799,0.0438,72081,Judsonia
3124,Pittsburgh,0.8,180799,0.0438,72068,Higginson
3125,Pittsburgh,0.8,180799,0.0438,72060,Griffithville
3126,Pittsburgh,0.8,180799,0.0438,72045,El Paso
3127,Pittsburgh,0.8,180799,0.0438,72020,Bradford
3128,Pittsburgh,0.8,180799,0.0438,72012,Beebe
3129,Pittsburgh,0.8,180799,0.0438,72010,Bald Knob
3130,Indianapolis,0.8,184000,0.045,72082,Kensett
3131,Indianapolis,0.8,184000,0.045,72149,Searcy
3132,Indianapolis,0.8,184000,0.045,72143,Searcy
3133,Indianapolis,0.8,184000,0.045,72139,Russell
3134,Indianapolis,0.8,184000,0.045,72137,Rose Bud
3135,Indianapolis,0.8,184000,0.045,72136,Romance
3136,Indianapolis,0.8,184000,0.045,72121,Pangburn
3137,Indianapolis,0.8,184000,0.045,72102,Mc Rae
3138,Indianapolis,0.8,184000,0.045,72085,Letona
3139,Indianapolis,0.8,184000,0.045,72081,Judsonia
3140,Indianapolis,0.8,184000,0.045,72068,Higginson
3141,Indianapolis,0.8,184000,0.045,72060,Griffithville
3142,Indianapolis,0.8,184000,0.045,72045,El Paso
3143,Indianapolis,0.8,184000,0.045,72020,Bradford
3144,Indianapolis,0.8,184000,0.045,72012,Beebe
3145,Indianapolis,0.8,184000,0.045,72010,Bald Knob
3146,Cincinnati,0.75,200000,0.0463,72082,Kensett
3147,Cincinnati,0.75,200000,0.0463,72149,Searcy
3148,Cincinnati,0.75,200000,0.0463,72143,Searcy
3149,Cincinnati,0.75,200000,0.0463,72139,Russell
3150,Cincinnati,0.75,200000,0.0463,72137,Rose Bud
3151,Cincinnati,0.75,200000,0.0463,72136,Romance
3152,Cincinnati,0.75,200000,0.0463,72121,Pangburn
3153,Cincinnati,0.75,200000,0.0463,72102,Mc Rae
3154,Cincinnati,0.75,200000,0.0463,72085,Letona
3155,Cincinnati,0.75,200000,0.0463,72081,Judsonia
3156,Cincinnati,0.75,200000,0.0463,72068,Higginson
3157,Cincinnati,0.75,200000,0.0463,72060,Griffithville
3158,Cincinnati,0.75,200000,0.0463,72045,El Paso
3159,Cincinnati,0.75,200000,0.0463,72020,Bradford
3160,Cincinnati,0.75,200000,0.0463,72012,Beebe
3161,Cincinnati,0.75,200000,0.0463,72010,Bald Knob
3162,Cincinnati,0.8,352000,0.0425,72082,Kensett
3163,Cincinnati,0.8,352000,0.0425,72149,Searcy
3164,Cincinnati,0.8,352000,0.0425,72143,Searcy
3165,Cincinnati,0.8,352000,0.0425,72139,Russell
3166,Cincinnati,0.8,352000,0.0425,72137,Rose Bud
3167,Cincinnati,0.8,352000,0.0425,72136,Romance
3168,Cincinnati,0.8,352000,0.0425,72121,Pangburn
3169,Cincinnati,0.8,352000,0.0425,72102,Mc Rae
3170,Cincinnati,0.8,352000,0.0425,72085,Letona
3171,Cincinnati,0.8,352000,0.0425,72081,Judsonia
3172,Cincinnati,0.8,352000,0.0425,72068,Higginson
3173,Cincinnati,0.8,352000,0.0425,72060,Griffithville
3174,Cincinnati,0.8,352000,0.0425,72045,El Paso
3175,Cincinnati,0.8,352000,0.0425,72020,Bradford
3176,Cincinnati,0.8,352000,0.0425,72012,Beebe
3177,Cincinnati,0.8,352000,0.0425,72010,Bald Knob
3178,Atlanta,1.04,163668,0.0413,72082,Kensett
3179,Atlanta,1.04,163668,0.0413,72149,Searcy
3180,Atlanta,1.04,163668,0.0413,72143,Searcy
3181,Atlanta,1.04,163668,0.0413,72139,Russell
3182,Atlanta,1.04,163668,0.0413,72137,Rose Bud
3183,Atlanta,1.04,163668,0.0413,72136,Romance
3184,Atlanta,1.04,163668,0.0413,72121,Pangburn
3185,Atlanta,1.04,163668,0.0413,72102,Mc Rae
3186,Atlanta,1.04,163668,0.0413,72085,Letona
3187,Atlanta,1.04,163668,0.0413,72081,Judsonia
3188,Atlanta,1.04,163668,0.0413,72068,Higginson
3189,Atlanta,1.04,163668,0.0413,72060,Griffithville
3190,Atlanta,1.04,163668,0.0413,72045,El Paso
3191,Atlanta,1.04,163668,0.0413,72020,Bradford
3192,Atlanta,1.04,163668,0.0413,72012,Beebe
3193,Atlanta,1.04,163668,0.0413,72010,Bald Knob
3194,Cincinnati,0.68,251000,0.0463,72082,Kensett
3195,Cincinnati,0.68,251000,0.0463,72149,Searcy
3196,Cincinnati,0.68,251000,0.0463,72143,Searcy
3197,Cincinnati,0.68,251000,0.0463,72139,Russell
3198,Cincinnati,0.68,251000,0.0463,72137,Rose Bud
3199,Cincinnati,0.68,251000,0.0463,72136,Romance
3200,Cincinnati,0.68,251000,0.0463,72121,Pangburn
3201,Cincinnati,0.68,251000,0.0463,72102,Mc Rae
3202,Cincinnati,0.68,251000,0.0463,72085,Letona
3203,Cincinnati,0.68,251000,0.0463,72081,Judsonia
3204,Cincinnati,0.68,251000,0.0463,72068,Higginson
3205,Cincinnati,0.68,251000,0.0463,72060,Griffithville
3206,Cincinnati,0.68,251000,0.0463,72045,El Paso
3207,Cincinnati,0.68,251000,0.0463,72020,Bradford
3208,Cincinnati,0.68,251000,0.0463,72012,Beebe
3209,Cincinnati,0.68,251000,0.0463,72010,Bald Knob
3210,Atlanta,0.99,238190,0.0363,72082,Kensett
3211,Atlanta,0.99,238190,0.0363,72149,Searcy
3212,Atlanta,0.99,238190,0.0363,72143,Searcy
3213,Atlanta,0.99,238190,0.0363,72139,Russell
3214,Atlanta,0.99,238190,0.0363,72137,Rose Bud
3215,Atlanta,0.99,238190,0.0363,72136,Romance
3216,Atlanta,0.99,238190,0.0363,72121,Pangburn
3217,Atlanta,0.99,238190,0.0363,72102,Mc Rae
3218,Atlanta,0.99,238190,0.0363,72085,Letona
3219,Atlanta,0.99,238190,0.0363,72081,Judsonia
3220,Atlanta,0.99,238190,0.0363,72068,Higginson
3221,Atlanta,0.99,238190,0.0363,72060,Griffithville
3222,Atlanta,0.99,238190,0.0363,72045,El Paso
3223,Atlanta,0.99,238190,0.0363,72020,Bradford
3224,Atlanta,0.99,238190,0.0363,72012,Beebe
3225,Atlanta,0.99,238190,0.0363,72010,Bald Knob
3226,Dallas,0.8,227300,0.0463,72082,Kensett
3227,Dallas,0.8,227300,0.0463,72149,Searcy
3228,Dallas,0.8,227300,0.0463,72143,Searcy
3229,Dallas,0.8,227300,0.0463,72139,Russell
3230,Dallas,0.8,227300,0.0463,72137,Rose Bud
3231,Dallas,0.8,227300,0.0463,72136,Romance
3232,Dallas,0.8,227300,0.0463,72121,Pangburn
3233,Dallas,0.8,227300,0.0463,72102,Mc Rae
3234,Dallas,0.8,227300,0.0463,72085,Letona
3235,Dallas,0.8,227300,0.0463,72081,Judsonia
3236,Dallas,0.8,227300,0.0463,72068,Higginson
3237,Dallas,0.8,227300,0.0463,72060,Griffithville
3238,Dallas,0.8,227300,0.0463,72045,El Paso
3239,Dallas,0.8,227300,0.0463,72020,Bradford
3240,Dallas,0.8,227300,0.0463,72012,Beebe
3241,Dallas,0.8,227300,0.0463,72010,Bald Knob
3242,Cincinnati,0.6,264000,0.0475,72082,Kensett
3243,Cincinnati,0.6,264000,0.0475,72149,Searcy
3244,Cincinnati,0.6,264000,0.0475,72143,Searcy
3245,Cincinnati,0.6,264000,0.0475,72139,Russell
3246,Cincinnati,0.6,264000,0.0475,72137,Rose Bud
3247,Cincinnati,0.6,264000,0.0475,72136,Romance
3248,Cincinnati,0.6,264000,0.0475,72121,Pangburn
3249,Cincinnati,0.6,264000,0.0475,72102,Mc Rae
3250,Cincinnati,0.6,264000,0.0475,72085,Letona
3251,Cincinnati,0.6,264000,0.0475,72081,Judsonia
3252,Cincinnati,0.6,264000,0.0475,72068,Higginson
3253,Cincinnati,0.6,264000,0.0475,72060,Griffithville
3254,Cincinnati,0.6,264000,0.0475,72045,El Paso
3255,Cincinnati,0.6,264000,0.0475,72020,Bradford
3256,Cincinnati,0.6,264000,0.0475,72012,Beebe
3257,Cincinnati,0.6,264000,0.0475,72010,Bald Knob
3258,Boston,0.8,377600,0.0475,72082,Kensett
3259,Boston,0.8,377600,0.0475,72149,Searcy
3260,Boston,0.8,377600,0.0475,72143,Searcy
3261,Boston,0.8,377600,0.0475,72139,Russell
3262,Boston,0.8,377600,0.0475,72137,Rose Bud
3263,Boston,0.8,377600,0.0475,72136,Romance
3264,Boston,0.8,377600,0.0475,72121,Pangburn
3265,Boston,0.8,377600,0.0475,72102,Mc Rae
3266,Boston,0.8,377600,0.0475,72085,Letona
3267,Boston,0.8,377600,0.0475,72081,Judsonia
3268,Boston,0.8,377600,0.0475,72068,Higginson
3269,Boston,0.8,377600,0.0475,72060,Griffithville
3270,Boston,0.8,377600,0.0475,72045,El Paso
3271,Boston,0.8,377600,0.0475,72020,Bradford
3272,Boston,0.8,377600,0.0475,72012,Beebe
3273,Boston,0.8,377600,0.0475,72010,Bald Knob
3274,Dallas,0.95,282593,0.05,72082,Kensett
3275,Dallas,0.95,282593,0.05,72149,Searcy
3276,Dallas,0.95,282593,0.05,72143,Searcy
3277,Dallas,0.95,282593,0.05,72139,Russell
3278,Dallas,0.95,282593,0.05,72137,Rose Bud
3279,Dallas,0.95,282593,0.05,72136,Romance
3280,Dallas,0.95,282593,0.05,72121,Pangburn
3281,Dallas,0.95,282593,0.05,72102,Mc Rae
3282,Dallas,0.95,282593,0.05,72085,Letona
3283,Dallas,0.95,282593,0.05,72081,Judsonia
3284,Dallas,0.95,282593,0.05,72068,Higginson
3285,Dallas,0.95,282593,0.05,72060,Griffithville
3286,Dallas,0.95,282593,0.05,72045,El Paso
3287,Dallas,0.95,282593,0.05,72020,Bradford
3288,Dallas,0.95,282593,0.05,72012,Beebe
3289,Dallas,0.95,282593,0.05,72010,Bald Knob
3290,Chicago,0.8,220000,0.0513,72082,Kensett
3291,Chicago,0.8,220000,0.0513,72149,Searcy
3292,Chicago,0.8,220000,0.0513,72143,Searcy
3293,Chicago,0.8,220000,0.0513,72139,Russell
3294,Chicago,0.8,220000,0.0513,72137,Rose Bud
3295,Chicago,0.8,220000,0.0513,72136,Romance
3296,Chicago,0.8,220000,0.0513,72121,Pangburn
3297,Chicago,0.8,220000,0.0513,72102,Mc Rae
3298,Chicago,0.8,220000,0.0513,72085,Letona
3299,Chicago,0.8,220000,0.0513,72081,Judsonia
3300,Chicago,0.8,220000,0.0513,72068,Higginson
3301,Chicago,0.8,220000,0.0513,72060,Griffithville
3302,Chicago,0.8,220000,0.0513,72045,El Paso
3303,Chicago,0.8,220000,0.0513,72020,Bradford
3304,Chicago,0.8,220000,0.0513,72012,Beebe
3305,Chicago,0.8,220000,0.0513,72010,Bald Knob
3306,Cincinnati,0.8,240000,0.05,72074,Hunter
3307,Cincinnati,0.8,240000,0.05,72036,Cotton Plant
3308,Cincinnati,0.8,240000,0.05,72123,Patterson
3309,Cincinnati,0.8,240000,0.05,72101,Mc Crory
3310,Cincinnati,0.8,240000,0.05,72006,Augusta
3311,Cincinnati,0.8,240000,0.05,72059,Gregory
3312,Cincinnati,0.67,453100,0.0488,72074,Hunter
3313,Cincinnati,0.67,453100,0.0488,72036,Cotton Plant
3314,Cincinnati,0.67,453100,0.0488,72123,Patterson
3315,Cincinnati,0.67,453100,0.0488,72101,Mc Crory
3316,Cincinnati,0.67,453100,0.0488,72006,Augusta
3317,Cincinnati,0.67,453100,0.0488,72059,Gregory
3318,Cincinnati,0.67,220000,0.0488,72074,Hunter
3319,Cincinnati,0.67,220000,0.0488,72036,Cotton Plant
3320,Cincinnati,0.67,220000,0.0488,72123,Patterson
3321,Cincinnati,0.67,220000,0.0488,72101,Mc Crory
3322,Cincinnati,0.67,220000,0.0488,72006,Augusta
3323,Cincinnati,0.67,220000,0.0488,72059,Gregory
3324,Topeka,0.67,395000,0.0463,72838,Gravelly
3325,Topeka,0.67,395000,0.0463,72842,Havana
3326,Topeka,0.67,395000,0.0463,72853,Ola
3327,Topeka,0.67,395000,0.0463,72860,Rover
3328,Topeka,0.67,395000,0.0463,72824,Belleville
3329,Topeka,0.67,395000,0.0463,72827,Bluffton
3330,Topeka,0.67,395000,0.0463,72857,Plainview
3331,Topeka,0.67,395000,0.0463,72828,Briggsville
3332,Topeka,0.67,395000,0.0463,72833,Danville
3333,Topeka,0.67,395000,0.0463,72834,Dardanelle
3334,Indianapolis,0.45,300000,0.0475,72838,Gravelly
3335,Indianapolis,0.45,300000,0.0475,72842,Havana
3336,Indianapolis,0.45,300000,0.0475,72853,Ola
3337,Indianapolis,0.45,300000,0.0475,72860,Rover
3338,Indianapolis,0.45,300000,0.0475,72824,Belleville
3339,Indianapolis,0.45,300000,0.0475,72827,Bluffton
3340,Indianapolis,0.45,300000,0.0475,72857,Plainview
3341,Indianapolis,0.45,300000,0.0475,72828,Briggsville
3342,Indianapolis,0.45,300000,0.0475,72833,Danville
3343,Indianapolis,0.45,300000,0.0475,72834,Dardanelle
3344,Des Moines,0.8,375000,0.05,72838,Gravelly
3345,Des Moines,0.8,375000,0.05,72842,Havana
3346,Des Moines,0.8,375000,0.05,72853,Ola
3347,Des Moines,0.8,375000,0.05,72860,Rover
3348,Des Moines,0.8,375000,0.05,72824,Belleville
3349,Des Moines,0.8,375000,0.05,72827,Bluffton
3350,Des Moines,0.8,375000,0.05,72857,Plainview
3351,Des Moines,0.8,375000,0.05,72828,Briggsville
3352,Des Moines,0.8,375000,0.05,72833,Danville
3353,Des Moines,0.8,375000,0.05,72834,Dardanelle
3354,Chicago,0.45,215000,0.0413,72838,Gravelly
3355,Chicago,0.45,215000,0.0413,72842,Havana
3356,Chicago,0.45,215000,0.0413,72853,Ola
3357,Chicago,0.45,215000,0.0413,72860,Rover
3358,Chicago,0.45,215000,0.0413,72824,Belleville
3359,Chicago,0.45,215000,0.0413,72827,Bluffton
3360,Chicago,0.45,215000,0.0413,72857,Plainview
3361,Chicago,0.45,215000,0.0413,72828,Briggsville
3362,Chicago,0.45,215000,0.0413,72833,Danville
3363,Chicago,0.45,215000,0.0413,72834,Dardanelle
3364,Topeka,0.8,195200,0.04,81019,Colorado City
3365,Topeka,0.8,195200,0.04,81069,Rye
3366,Topeka,0.8,195200,0.04,81025,Boone
3367,Topeka,0.8,195200,0.04,81023,Beulah
3368,Topeka,0.8,195200,0.04,81022,Avondale
3369,Topeka,0.8,195200,0.04,81008,Pueblo
3370,Topeka,0.8,195200,0.04,81007,Pueblo
3371,Topeka,0.8,195200,0.04,81006,Pueblo
3372,Topeka,0.8,195200,0.04,81005,Pueblo
3373,Topeka,0.8,195200,0.04,81004,Pueblo
3374,Topeka,0.8,195200,0.04,81003,Pueblo
3375,Topeka,0.8,195200,0.04,81001,Pueblo
3376,Cincinnati,0.8,391200,0.0463,81019,Colorado City
3377,Cincinnati,0.8,391200,0.0463,81069,Rye
3378,Cincinnati,0.8,391200,0.0463,81025,Boone
3379,Cincinnati,0.8,391200,0.0463,81023,Beulah
3380,Cincinnati,0.8,391200,0.0463,81022,Avondale
3381,Cincinnati,0.8,391200,0.0463,81008,Pueblo
3382,Cincinnati,0.8,391200,0.0463,81007,Pueblo
3383,Cincinnati,0.8,391200,0.0463,81006,Pueblo
3384,Cincinnati,0.8,391200,0.0463,81005,Pueblo
3385,Cincinnati,0.8,391200,0.0463,81004,Pueblo
3386,Cincinnati,0.8,391200,0.0463,81003,Pueblo
3387,Cincinnati,0.8,391200,0.0463,81001,Pueblo
3388,Atlanta,1.04,287174,0.0488,81019,Colorado City
3389,Atlanta,1.04,287174,0.0488,81069,Rye
3390,Atlanta,1.04,287174,0.0488,81025,Boone
3391,Atlanta,1.04,287174,0.0488,81023,Beulah
3392,Atlanta,1.04,287174,0.0488,81022,Avondale
3393,Atlanta,1.04,287174,0.0488,81008,Pueblo
3394,Atlanta,1.04,287174,0.0488,81007,Pueblo
3395,Atlanta,1.04,287174,0.0488,81006,Pueblo
3396,Atlanta,1.04,287174,0.0488,81005,Pueblo
3397,Atlanta,1.04,287174,0.0488,81004,Pueblo
3398,Atlanta,1.04,287174,0.0488,81003,Pueblo
3399,Atlanta,1.04,287174,0.0488,81001,Pueblo
3400,Cincinnati,0.94,294000,0.045,81019,Colorado City
3401,Cincinnati,0.94,294000,0.045,81069,Rye
3402,Cincinnati,0.94,294000,0.045,81025,Boone
3403,Cincinnati,0.94,294000,0.045,81023,Beulah
3404,Cincinnati,0.94,294000,0.045,81022,Avondale
3405,Cincinnati,0.94,294000,0.045,81008,Pueblo
3406,Cincinnati,0.94,294000,0.045,81007,Pueblo
3407,Cincinnati,0.94,294000,0.045,81006,Pueblo
3408,Cincinnati,0.94,294000,0.045,81005,Pueblo
3409,Cincinnati,0.94,294000,0.045,81004,Pueblo
3410,Cincinnati,0.94,294000,0.045,81003,Pueblo
3411,Cincinnati,0.94,294000,0.045,81001,Pueblo
3412,Dallas,0.93,184000,0.0488,81019,Colorado City
3413,Dallas,0.93,184000,0.0488,81069,Rye
3414,Dallas,0.93,184000,0.0488,81025,Boone
3415,Dallas,0.93,184000,0.0488,81023,Beulah
3416,Dallas,0.93,184000,0.0488,81022,Avondale
3417,Dallas,0.93,184000,0.0488,81008,Pueblo
3418,Dallas,0.93,184000,0.0488,81007,Pueblo
3419,Dallas,0.93,184000,0.0488,81006,Pueblo
3420,Dallas,0.93,184000,0.0488,81005,Pueblo
3421,Dallas,0.93,184000,0.0488,81004,Pueblo
3422,Dallas,0.93,184000,0.0488,81003,Pueblo
3423,Dallas,0.93,184000,0.0488,81001,Pueblo
3424,Cincinnati,0.8,236000,0.0463,81019,Colorado City
3425,Cincinnati,0.8,236000,0.0463,81069,Rye
3426,Cincinnati,0.8,236000,0.0463,81025,Boone
3427,Cincinnati,0.8,236000,0.0463,81023,Beulah
3428,Cincinnati,0.8,236000,0.0463,81022,Avondale
3429,Cincinnati,0.8,236000,0.0463,81008,Pueblo
3430,Cincinnati,0.8,236000,0.0463,81007,Pueblo
3431,Cincinnati,0.8,236000,0.0463,81006,Pueblo
3432,Cincinnati,0.8,236000,0.0463,81005,Pueblo
3433,Cincinnati,0.8,236000,0.0463,81004,Pueblo
3434,Cincinnati,0.8,236000,0.0463,81003,Pueblo
3435,Cincinnati,0.8,236000,0.0463,81001,Pueblo
3436,Cincinnati,0.8,224672,0.0463,81019,Colorado City
3437,Cincinnati,0.8,224672,0.0463,81069,Rye
3438,Cincinnati,0.8,224672,0.0463,81025,Boone
3439,Cincinnati,0.8,224672,0.0463,81023,Beulah
3440,Cincinnati,0.8,224672,0.0463,81022,Avondale
3441,Cincinnati,0.8,224672,0.0463,81008,Pueblo
3442,Cincinnati,0.8,224672,0.0463,81007,Pueblo
3443,Cincinnati,0.8,224672,0.0463,81006,Pueblo
3444,Cincinnati,0.8,224672,0.0463,81005,Pueblo
3445,Cincinnati,0.8,224672,0.0463,81004,Pueblo
3446,Cincinnati,0.8,224672,0.0463,81003,Pueblo
3447,Cincinnati,0.8,224672,0.0463,81001,Pueblo
3448,Cincinnati,0.8,248720,0.0488,81019,Colorado City
3449,Cincinnati,0.8,248720,0.0488,81069,Rye
3450,Cincinnati,0.8,248720,0.0488,81025,Boone
3451,Cincinnati,0.8,248720,0.0488,81023,Beulah
3452,Cincinnati,0.8,248720,0.0488,81022,Avondale
3453,Cincinnati,0.8,248720,0.0488,81008,Pueblo
3454,Cincinnati,0.8,248720,0.0488,81007,Pueblo
3455,Cincinnati,0.8,248720,0.0488,81006,Pueblo
3456,Cincinnati,0.8,248720,0.0488,81005,Pueblo
3457,Cincinnati,0.8,248720,0.0488,81004,Pueblo
3458,Cincinnati,0.8,248720,0.0488,81003,Pueblo
3459,Cincinnati,0.8,248720,0.0488,81001,Pueblo
3460,Cincinnati,0.8,323696,0.0463,81019,Colorado City
3461,Cincinnati,0.8,323696,0.0463,81069,Rye
3462,Cincinnati,0.8,323696,0.0463,81025,Boone
3463,Cincinnati,0.8,323696,0.0463,81023,Beulah
3464,Cincinnati,0.8,323696,0.0463,81022,Avondale
3465,Cincinnati,0.8,323696,0.0463,81008,Pueblo
3466,Cincinnati,0.8,323696,0.0463,81007,Pueblo
3467,Cincinnati,0.8,323696,0.0463,81006,Pueblo
3468,Cincinnati,0.8,323696,0.0463,81005,Pueblo
3469,Cincinnati,0.8,323696,0.0463,81004,Pueblo
3470,Cincinnati,0.8,323696,0.0463,81003,Pueblo
3471,Cincinnati,0.8,323696,0.0463,81001,Pueblo
3472,Dallas,0.79,177900,0.0438,81019,Colorado City
3473,Dallas,0.79,177900,0.0438,81069,Rye
3474,Dallas,0.79,177900,0.0438,81025,Boone
3475,Dallas,0.79,177900,0.0438,81023,Beulah
3476,Dallas,0.79,177900,0.0438,81022,Avondale
3477,Dallas,0.79,177900,0.0438,81008,Pueblo
3478,Dallas,0.79,177900,0.0438,81007,Pueblo
3479,Dallas,0.79,177900,0.0438,81006,Pueblo
3480,Dallas,0.79,177900,0.0438,81005,Pueblo
3481,Dallas,0.79,177900,0.0438,81004,Pueblo
3482,Dallas,0.79,177900,0.0438,81003,Pueblo
3483,Dallas,0.79,177900,0.0438,81001,Pueblo
3484,Chicago,0.6,146116,0.045,81019,Colorado City
3485,Chicago,0.6,146116,0.045,81069,Rye
