,bank,ltv,amount,rate,zip,city
0,Boston,0.8,254400,0.0463,36010,Brundidge
1,Boston,0.8,254400,0.0463,36035,Goshen
2,Boston,0.8,254400,0.0463,36034,Glenwood
3,Boston,0.8,254400,0.0463,36005,Banks
4,Boston,0.8,254400,0.0463,36079,Troy
5,Boston,0.8,254400,0.0463,36081,Troy
6,Boston,0.8,254400,0.0463,36082,Troy
7,Boston,0.9,211500,0.0475,36010,Brundidge
8,Boston,0.9,211500,0.0475,36035,Goshen
9,Boston,0.9,211500,0.0475,36034,Glenwood
10,Boston,0.9,211500,0.0475,36005,Banks
11,Boston,0.9,211500,0.0475,36079,Troy
12,Boston,0.9,211500,0.0475,36081,Troy
13,Boston,0.9,211500,0.0475,36082,Troy
14,Boston,0.72,227100,0.04,36010,Brundidge
15,Boston,0.72,227100,0.04,36035,Goshen
16,Boston,0.72,227100,0.04,36034,Glenwood
17,Boston,0.72,227100,0.04,36005,Banks
18,Boston,0.72,227100,0.04,36079,Troy
19,Boston,0.72,227100,0.04,36081,Troy
20,Boston,0.72,227100,0.04,36082,Troy
21,Boston,0.51,105000,0.0463,36010,Brundidge
22,Boston,0.51,105000,0.0463,36035,Goshen
23,Boston,0.51,105000,0.0463,36034,Glenwood
24,Boston,0.51,105000,0.0463,36005,Banks
25,Boston,0.51,105000,0.0463,36079,Troy
26,Boston,0.51,105000,0.0463,36081,Troy
27,Boston,0.51,105000,0.0463,36082,Troy
28,Boston,0.8,304000,0.0438,36010,Brundidge
29,Boston,0.8,304000,0.0438,36035,Goshen
30,Boston,0.8,304000,0.0438,36034,Glenwood
31,Boston,0.8,304000,0.0438,36005,Banks
32,Boston,0.8,304000,0.0438,36079,Troy
33,Boston,0.8,304000,0.0438,36081,Troy
34,Boston,0.8,304000,0.0438,36082,Troy
35,Boston,0.8,101600,0.0488,36010,Brundidge
36,Boston,0.8,101600,0.0488,36035,Goshen
37,Boston,0.8,101600,0.0488,36034,Glenwood
38,Boston,0.8,101600,0.0488,36005,Banks
39,Boston,0.8,101600,0.0488,36079,Troy
40,Boston,0.8,101600,0.0488,36081,Troy
41,Boston,0.8,101600,0.0488,36082,Troy
42,Boston,0.99,260200,0.045,36010,Brundidge
43,Boston,0.99,260200,0.045,36035,Goshen
44,Boston,0.99,260200,0.045,36034,Glenwood
45,Boston,0.99,260200,0.045,36005,Banks
46,Boston,0.99,260200,0.045,36079,Troy
47,Boston,0.99,260200,0.045,36081,Troy
48,Boston,0.99,260200,0.045,36082,Troy
49,Boston,0.74,280000,0.0375,36010,Brundidge
50,Boston,0.74,280000,0.0375,36035,Goshen
51,Boston,0.74,280000,0.0375,36034,Glenwood
52,Boston,0.74,280000,0.0375,36005,Banks
53,Boston,0.74,280000,0.0375,36079,Troy
54,Boston,0.74,280000,0.0375,36081,Troy
55,Boston,0.74,280000,0.0375,36082,Troy
56,Boston,0.75,450000,0.045,36010,Brundidge
57,Boston,0.75,450000,0.045,36035,Goshen
58,Boston,0.75,450000,0.045,36034,Glenwood
59,Boston,0.75,450000,0.045,36005,Banks
60,Boston,0.75,450000,0.045,36079,Troy
61,Boston,0.75,450000,0.045,36081,Troy
62,Boston,0.75,450000,0.045,36082,Troy
63,Boston,0.95,161500,0.0488,36010,Brundidge
64,Boston,0.95,161500,0.0488,36035,Goshen
65,Boston,0.95,161500,0.0488,36034,Glenwood
66,Boston,0.95,161500,0.0488,36005,Banks
67,Boston,0.95,161500,0.0488,36079,Troy
68,Boston,0.95,161500,0.0488,36081,Troy
69,Boston,0.95,161500,0.0488,36082,Troy
70,Boston,0.95,88300,0.0463,36010,Brundidge
71,Boston,0.95,88300,0.0463,36035,Goshen
72,Boston,0.95,88300,0.0463,36034,Glenwood
73,Boston,0.95,88300,0.0463,36005,Banks
74,Boston,0.95,88300,0.0463,36079,Troy
75,Boston,0.95,88300,0.0463,36081,Troy
76,Boston,0.95,88300,0.0463,36082,Troy
77,Boston,0.76,285000,0.0425,36010,Brundidge
78,Boston,0.76,285000,0.0425,36035,Goshen
79,Boston,0.76,285000,0.0425,36034,Glenwood
80,Boston,0.76,285000,0.0425,36005,Banks
81,Boston,0.76,285000,0.0425,36079,Troy
82,Boston,0.76,285000,0.0425,36081,Troy
83,Boston,0.76,285000,0.0425,36082,Troy
84,Dallas,0.8,410000,0.0525,36010,Brundidge
85,Dallas,0.8,410000,0.0525,36035,Goshen
86,Dallas,0.8,410000,0.0525,36034,Glenwood
87,Dallas,0.8,410000,0.0525,36005,Banks
88,Dallas,0.8,410000,0.0525,36079,Troy
89,Dallas,0.8,410000,0.0525,36081,Troy
90,Dallas,0.8,410000,0.0525,36082,Troy
91,Boston,0.8,316000,0.0463,36010,Brundidge
92,Boston,0.8,316000,0.0463,36035,Goshen
93,Boston,0.8,316000,0.0463,36034,Glenwood
94,Boston,0.8,316000,0.0463,36005,Banks
95,Boston,0.8,316000,0.0463,36079,Troy
96,Boston,0.8,316000,0.0463,36081,Troy
97,Boston,0.8,316000,0.0463,36082,Troy
98,Boston,0.55,196000,0.0463,36010,Brundidge
99,Boston,0.55,196000,0.0463,36035,Goshen
100,Boston,0.55,196000,0.0463,36034,Glenwood
101,Boston,0.55,196000,0.0463,36005,Banks
102,Boston,0.55,196000,0.0463,36079,Troy
103,Boston,0.55,196000,0.0463,36081,Troy
104,Boston,0.55,196000,0.0463,36082,Troy
105,Cincinnati,0.79,306000,0.0513,36010,Brundidge
106,Cincinnati,0.79,306000,0.0513,36035,Goshen
107,Cincinnati,0.79,306000,0.0513,36034,Glenwood
108,Cincinnati,0.79,306000,0.0513,36005,Banks
109,Cincinnati,0.79,306000,0.0513,36079,Troy
110,Cincinnati,0.79,306000,0.0513,36081,Troy
111,Cincinnati,0.79,306000,0.0513,36082,Troy
112,Chicago,0.85,230350,0.0475,36010,Brundidge
113,Chicago,0.85,230350,0.0475,36035,Goshen
114,Chicago,0.85,230350,0.0475,36034,Glenwood
115,Chicago,0.85,230350,0.0475,36005,Banks
116,Chicago,0.85,230350,0.0475,36079,Troy
117,Chicago,0.85,230350,0.0475,36081,Troy
118,Chicago,0.85,230350,0.0475,36082,Troy
119,Boston,0.9,391000,0.0413,36010,Brundidge
120,Boston,0.9,391000,0.0413,36035,Goshen
121,Boston,0.9,391000,0.0413,36034,Glenwood
122,Boston,0.9,391000,0.0413,36005,Banks
123,Boston,0.9,391000,0.0413,36079,Troy
124,Boston,0.9,391000,0.0413,36081,Troy
125,Boston,0.9,391000,0.0413,36082,Troy
126,Boston,0.76,340000,0.0413,36010,Brundidge
127,Boston,0.76,340000,0.0413,36035,Goshen
128,Boston,0.76,340000,0.0413,36034,Glenwood
129,Boston,0.76,340000,0.0413,36005,Banks
130,Boston,0.76,340000,0.0413,36079,Troy
131,Boston,0.76,340000,0.0413,36081,Troy
132,Boston,0.76,340000,0.0413,36082,Troy
133,Boston,0.9,171900,0.0463,36010,Brundidge
134,Boston,0.9,171900,0.0463,36035,Goshen
135,Boston,0.9,171900,0.0463,36034,Glenwood
136,Boston,0.9,171900,0.0463,36005,Banks
137,Boston,0.9,171900,0.0463,36079,Troy
138,Boston,0.9,171900,0.0463,36081,Troy
139,Boston,0.9,171900,0.0463,36082,Troy
140,Boston,0.55,180000,0.0463,36010,Brundidge
141,Boston,0.55,180000,0.0463,36035,Goshen
142,Boston,0.55,180000,0.0463,36034,Glenwood
143,Boston,0.55,180000,0.0463,36005,Banks
144,Boston,0.55,180000,0.0463,36079,Troy
145,Boston,0.55,180000,0.0463,36081,Troy
146,Boston,0.55,180000,0.0463,36082,Troy
147,Boston,0.95,263150,0.0425,36010,Brundidge
148,Boston,0.95,263150,0.0425,36035,Goshen
149,Boston,0.95,263150,0.0425,36034,Glenwood
150,Boston,0.95,263150,0.0425,36005,Banks
151,Boston,0.95,263150,0.0425,36079,Troy
152,Boston,0.95,263150,0.0425,36081,Troy
153,Boston,0.95,263150,0.0425,36082,Troy
154,Boston,0.79,185000,0.0425,36010,Brundidge
155,Boston,0.79,185000,0.0425,36035,Goshen
156,Boston,0.79,185000,0.0425,36034,Glenwood
157,Boston,0.79,185000,0.0425,36005,Banks
158,Boston,0.79,185000,0.0425,36079,Troy
159,Boston,0.79,185000,0.0425,36081,Troy
160,Boston,0.79,185000,0.0425,36082,Troy
161,Boston,0.61,200000,0.0463,36010,Brundidge
162,Boston,0.61,200000,0.0463,36035,Goshen
163,Boston,0.61,200000,0.0463,36034,Glenwood
164,Boston,0.61,200000,0.0463,36005,Banks
165,Boston,0.61,200000,0.0463,36079,Troy
166,Boston,0.61,200000,0.0463,36081,Troy
167,Boston,0.61,200000,0.0463,36082,Troy
168,Boston,0.8,155000,0.0438,36010,Brundidge
169,Boston,0.8,155000,0.0438,36035,Goshen
170,Boston,0.8,155000,0.0438,36034,Glenwood
171,Boston,0.8,155000,0.0438,36005,Banks
172,Boston,0.8,155000,0.0438,36079,Troy
173,Boston,0.8,155000,0.0438,36081,Troy
174,Boston,0.8,155000,0.0438,36082,Troy
175,Boston,0.8,271200,0.0438,36010,Brundidge
176,Boston,0.8,271200,0.0438,36035,Goshen
177,Boston,0.8,271200,0.0438,36034,Glenwood
178,Boston,0.8,271200,0.0438,36005,Banks
179,Boston,0.8,271200,0.0438,36079,Troy
180,Boston,0.8,271200,0.0438,36081,Troy
181,Boston,0.8,271200,0.0438,36082,Troy
182,Boston,0.8,240000,0.0425,36010,Brundidge
183,Boston,0.8,240000,0.0425,36035,Goshen
184,Boston,0.8,240000,0.0425,36034,Glenwood
185,Boston,0.8,240000,0.0425,36005,Banks
186,Boston,0.8,240000,0.0425,36079,Troy
187,Boston,0.8,240000,0.0425,36081,Troy
188,Boston,0.8,240000,0.0425,36082,Troy
189,Indianapolis,0.95,321100,0.0525,36010,Brundidge
190,Indianapolis,0.95,321100,0.0525,36035,Goshen
191,Indianapolis,0.95,321100,0.0525,36034,Glenwood
192,Indianapolis,0.95,321100,0.0525,36005,Banks
193,Indianapolis,0.95,321100,0.0525,36079,Troy
194,Indianapolis,0.95,321100,0.0525,36081,Troy
195,Indianapolis,0.95,321100,0.0525,36082,Troy
196,Indianapolis,0.95,304000,0.0525,36010,Brundidge
197,Indianapolis,0.95,304000,0.0525,36035,Goshen
198,Indianapolis,0.95,304000,0.0525,36034,Glenwood
199,Indianapolis,0.95,304000,0.0525,36005,Banks
200,Indianapolis,0.95,304000,0.0525,36079,Troy
201,Indianapolis,0.95,304000,0.0525,36081,Troy
202,Indianapolis,0.95,304000,0.0525,36082,Troy
203,Indianapolis,0.75,159000,0.0475,36010,Brundidge
204,Indianapolis,0.75,159000,0.0475,36035,Goshen
205,Indianapolis,0.75,159000,0.0475,36034,Glenwood
206,Indianapolis,0.75,159000,0.0475,36005,Banks
207,Indianapolis,0.75,159000,0.0475,36079,Troy
208,Indianapolis,0.75,159000,0.0475,36081,Troy
209,Indianapolis,0.75,159000,0.0475,36082,Troy
210,Cincinnati,0.8,215600,0.0463,36859,Holy Trinity
211,Cincinnati,0.8,215600,0.0463,36858,Hatchechubbee
212,Cincinnati,0.8,215600,0.0463,36856,Fort Mitchell
213,Cincinnati,0.8,215600,0.0463,36867,Phenix City
214,Cincinnati,0.8,215600,0.0463,36869,Phenix City
215,Cincinnati,0.8,215600,0.0463,36875,Seale
216,Cincinnati,0.8,215600,0.0463,36871,Pittsview
217,Cincinnati,0.8,215600,0.0463,36860,Hurtsboro
218,Chicago,0.55,95000,0.0563,36859,Holy Trinity
219,Chicago,0.55,95000,0.0563,36858,Hatchechubbee
220,Chicago,0.55,95000,0.0563,36856,Fort Mitchell
221,Chicago,0.55,95000,0.0563,36867,Phenix City
222,Chicago,0.55,95000,0.0563,36869,Phenix City
223,Chicago,0.55,95000,0.0563,36875,Seale
224,Chicago,0.55,95000,0.0563,36871,Pittsview
225,Chicago,0.55,95000,0.0563,36860,Hurtsboro
226,Chicago,0.73,100000,0.04,36859,Holy Trinity
227,Chicago,0.73,100000,0.04,36858,Hatchechubbee
228,Chicago,0.73,100000,0.04,36856,Fort Mitchell
229,Chicago,0.73,100000,0.04,36867,Phenix City
230,Chicago,0.73,100000,0.04,36869,Phenix City
231,Chicago,0.73,100000,0.04,36875,Seale
232,Chicago,0.73,100000,0.04,36871,Pittsview
233,Chicago,0.73,100000,0.04,36860,Hurtsboro
234,Chicago,0.8,71600,0.0488,35187,Wilton
235,Chicago,0.8,71600,0.0488,35178,Vincent
236,Chicago,0.8,71600,0.0488,35043,Chelsea
237,Chicago,0.8,71600,0.0488,35094,Leeds
238,Chicago,0.8,71600,0.0488,35176,Vandiver
239,Chicago,0.8,71600,0.0488,35007,Alabaster
240,Chicago,0.8,71600,0.0488,35147,Sterrett
241,Chicago,0.8,71600,0.0488,35114,Alabaster
242,Chicago,0.8,71600,0.0488,35040,Calera
243,Chicago,0.8,71600,0.0488,35115,Montevallo
244,Chicago,0.8,71600,0.0488,35186,Wilsonville
245,Chicago,0.8,71600,0.0488,35124,Pelham
246,Chicago,0.8,71600,0.0488,35242,Birmingham
247,Chicago,0.8,71600,0.0488,35078,Harpersville
248,Chicago,0.8,71600,0.0488,35143,Shelby
249,Chicago,0.8,71600,0.0488,35080,Helena
250,Chicago,0.8,71600,0.0488,35051,Columbiana
251,Chicago,1.0,67323,0.0513,35187,Wilton
252,Chicago,1.0,67323,0.0513,35178,Vincent
253,Chicago,1.0,67323,0.0513,35043,Chelsea
254,Chicago,1.0,67323,0.0513,35094,Leeds
255,Chicago,1.0,67323,0.0513,35176,Vandiver
256,Chicago,1.0,67323,0.0513,35007,Alabaster
257,Chicago,1.0,67323,0.0513,35147,Sterrett
258,Chicago,1.0,67323,0.0513,35114,Alabaster
259,Chicago,1.0,67323,0.0513,35040,Calera
260,Chicago,1.0,67323,0.0513,35115,Montevallo
261,Chicago,1.0,67323,0.0513,35186,Wilsonville
262,Chicago,1.0,67323,0.0513,35124,Pelham
263,Chicago,1.0,67323,0.0513,35242,Birmingham
264,Chicago,1.0,67323,0.0513,35078,Harpersville
265,Chicago,1.0,67323,0.0513,35143,Shelby
266,Chicago,1.0,67323,0.0513,35080,Helena
267,Chicago,1.0,67323,0.0513,35051,Columbiana
268,Chicago,1.0,64646,0.0488,35187,Wilton
269,Chicago,1.0,64646,0.0488,35178,Vincent
270,Chicago,1.0,64646,0.0488,35043,Chelsea
271,Chicago,1.0,64646,0.0488,35094,Leeds
272,Chicago,1.0,64646,0.0488,35176,Vandiver
273,Chicago,1.0,64646,0.0488,35007,Alabaster
274,Chicago,1.0,64646,0.0488,35147,Sterrett
275,Chicago,1.0,64646,0.0488,35114,Alabaster
276,Chicago,1.0,64646,0.0488,35040,Calera
277,Chicago,1.0,64646,0.0488,35115,Montevallo
278,Chicago,1.0,64646,0.0488,35186,Wilsonville
279,Chicago,1.0,64646,0.0488,35124,Pelham
280,Chicago,1.0,64646,0.0488,35242,Birmingham
281,Chicago,1.0,64646,0.0488,35078,Harpersville
282,Chicago,1.0,64646,0.0488,35143,Shelby
283,Chicago,1.0,64646,0.0488,35080,Helena
284,Chicago,1.0,64646,0.0488,35051,Columbiana
285,Chicago,0.8,48000,0.0438,35187,Wilton
286,Chicago,0.8,48000,0.0438,35178,Vincent
287,Chicago,0.8,48000,0.0438,35043,Chelsea
288,Chicago,0.8,48000,0.0438,35094,Leeds
289,Chicago,0.8,48000,0.0438,35176,Vandiver
290,Chicago,0.8,48000,0.0438,35007,Alabaster
291,Chicago,0.8,48000,0.0438,35147,Sterrett
292,Chicago,0.8,48000,0.0438,35114,Alabaster
293,Chicago,0.8,48000,0.0438,35040,Calera
294,Chicago,0.8,48000,0.0438,35115,Montevallo
295,Chicago,0.8,48000,0.0438,35186,Wilsonville
296,Chicago,0.8,48000,0.0438,35124,Pelham
297,Chicago,0.8,48000,0.0438,35242,Birmingham
298,Chicago,0.8,48000,0.0438,35078,Harpersville
299,Chicago,0.8,48000,0.0438,35143,Shelby
300,Chicago,0.8,48000,0.0438,35080,Helena
301,Chicago,0.8,48000,0.0438,35051,Columbiana
302,Chicago,1.02,76767,0.0475,35187,Wilton
303,Chicago,1.02,76767,0.0475,35178,Vincent
304,Chicago,1.02,76767,0.0475,35043,Chelsea
305,Chicago,1.02,76767,0.0475,35094,Leeds
306,Chicago,1.02,76767,0.0475,35176,Vandiver
307,Chicago,1.02,76767,0.0475,35007,Alabaster
308,Chicago,1.02,76767,0.0475,35147,Sterrett
309,Chicago,1.02,76767,0.0475,35114,Alabaster
310,Chicago,1.02,76767,0.0475,35040,Calera
311,Chicago,1.02,76767,0.0475,35115,Montevallo
312,Chicago,1.02,76767,0.0475,35186,Wilsonville
313,Chicago,1.02,76767,0.0475,35124,Pelham
314,Chicago,1.02,76767,0.0475,35242,Birmingham
315,Chicago,1.02,76767,0.0475,35078,Harpersville
316,Chicago,1.02,76767,0.0475,35143,Shelby
317,Chicago,1.02,76767,0.0475,35080,Helena
318,Chicago,1.02,76767,0.0475,35051,Columbiana
319,Chicago,1.02,69696,0.045,35187,Wilton
320,Chicago,1.02,69696,0.045,35178,Vincent
321,Chicago,1.02,69696,0.045,35043,Chelsea
322,Chicago,1.02,69696,0.045,35094,Leeds
323,Chicago,1.02,69696,0.045,35176,Vandiver
324,Chicago,1.02,69696,0.045,35007,Alabaster
325,Chicago,1.02,69696,0.045,35147,Sterrett
326,Chicago,1.02,69696,0.045,35114,Alabaster
327,Chicago,1.02,69696,0.045,35040,Calera
328,Chicago,1.02,69696,0.045,35115,Montevallo
329,Chicago,1.02,69696,0.045,35186,Wilsonville
330,Chicago,1.02,69696,0.045,35124,Pelham
331,Chicago,1.02,69696,0.045,35242,Birmingham
332,Chicago,1.02,69696,0.045,35078,Harpersville
333,Chicago,1.02,69696,0.045,35143,Shelby
334,Chicago,1.02,69696,0.045,35080,Helena
335,Chicago,1.02,69696,0.045,35051,Columbiana
336,Chicago,0.77,260000,0.05,35187,Wilton
337,Chicago,0.77,260000,0.05,35178,Vincent
338,Chicago,0.77,260000,0.05,35043,Chelsea
339,Chicago,0.77,260000,0.05,35094,Leeds
340,Chicago,0.77,260000,0.05,35176,Vandiver
341,Chicago,0.77,260000,0.05,35007,Alabaster
342,Chicago,0.77,260000,0.05,35147,Sterrett
343,Chicago,0.77,260000,0.05,35114,Alabaster
344,Chicago,0.77,260000,0.05,35040,Calera
345,Chicago,0.77,260000,0.05,35115,Montevallo
346,Chicago,0.77,260000,0.05,35186,Wilsonville
347,Chicago,0.77,260000,0.05,35124,Pelham
348,Chicago,0.77,260000,0.05,35242,Birmingham
349,Chicago,0.77,260000,0.05,35078,Harpersville
350,Chicago,0.77,260000,0.05,35143,Shelby
351,Chicago,0.77,260000,0.05,35080,Helena
352,Chicago,0.77,260000,0.05,35051,Columbiana
353,Chicago,1.0,64772,0.0513,35187,Wilton
354,Chicago,1.0,64772,0.0513,35178,Vincent
355,Chicago,1.0,64772,0.0513,35043,Chelsea
356,Chicago,1.0,64772,0.0513,35094,Leeds
357,Chicago,1.0,64772,0.0513,35176,Vandiver
358,Chicago,1.0,64772,0.0513,35007,Alabaster
359,Chicago,1.0,64772,0.0513,35147,Sterrett
360,Chicago,1.0,64772,0.0513,35114,Alabaster
361,Chicago,1.0,64772,0.0513,35040,Calera
362,Chicago,1.0,64772,0.0513,35115,Montevallo
363,Chicago,1.0,64772,0.0513,35186,Wilsonville
364,Chicago,1.0,64772,0.0513,35124,Pelham
365,Chicago,1.0,64772,0.0513,35242,Birmingham
366,Chicago,1.0,64772,0.0513,35078,Harpersville
367,Chicago,1.0,64772,0.0513,35143,Shelby
368,Chicago,1.0,64772,0.0513,35080,Helena
369,Chicago,1.0,64772,0.0513,35051,Columbiana
370,Chicago,0.65,140000,0.045,35187,Wilton
371,Chicago,0.65,140000,0.045,35178,Vincent
372,Chicago,0.65,140000,0.045,35043,Chelsea
373,Chicago,0.65,140000,0.045,35094,Leeds
374,Chicago,0.65,140000,0.045,35176,Vandiver
375,Chicago,0.65,140000,0.045,35007,Alabaster
376,Chicago,0.65,140000,0.045,35147,Sterrett
377,Chicago,0.65,140000,0.045,35114,Alabaster
378,Chicago,0.65,140000,0.045,35040,Calera
379,Chicago,0.65,140000,0.045,35115,Montevallo
380,Chicago,0.65,140000,0.045,35186,Wilsonville
381,Chicago,0.65,140000,0.045,35124,Pelham
382,Chicago,0.65,140000,0.045,35242,Birmingham
383,Chicago,0.65,140000,0.045,35078,Harpersville
384,Chicago,0.65,140000,0.045,35143,Shelby
385,Chicago,0.65,140000,0.045,35080,Helena
386,Chicago,0.65,140000,0.045,35051,Columbiana
387,Chicago,0.97,190439,0.0488,35187,Wilton
388,Chicago,0.97,190439,0.0488,35178,Vincent
389,Chicago,0.97,190439,0.0488,35043,Chelsea
390,Chicago,0.97,190439,0.0488,35094,Leeds
391,Chicago,0.97,190439,0.0488,35176,Vandiver
392,Chicago,0.97,190439,0.0488,35007,Alabaster
393,Chicago,0.97,190439,0.0488,35147,Sterrett
394,Chicago,0.97,190439,0.0488,35114,Alabaster
395,Chicago,0.97,190439,0.0488,35040,Calera
396,Chicago,0.97,190439,0.0488,35115,Montevallo
397,Chicago,0.97,190439,0.0488,35186,Wilsonville
398,Chicago,0.97,190439,0.0488,35124,Pelham
399,Chicago,0.97,190439,0.0488,35242,Birmingham
400,Chicago,0.97,190439,0.0488,35078,Harpersville
401,Chicago,0.97,190439,0.0488,35143,Shelby
402,Chicago,0.97,190439,0.0488,35080,Helena
403,Chicago,0.97,190439,0.0488,35051,Columbiana
404,Chicago,0.94,116900,0.05,35187,Wilton
405,Chicago,0.94,116900,0.05,35178,Vincent
406,Chicago,0.94,116900,0.05,35043,Chelsea
407,Chicago,0.94,116900,0.05,35094,Leeds
408,Chicago,0.94,116900,0.05,35176,Vandiver
409,Chicago,0.94,116900,0.05,35007,Alabaster
410,Chicago,0.94,116900,0.05,35147,Sterrett
411,Chicago,0.94,116900,0.05,35114,Alabaster
412,Chicago,0.94,116900,0.05,35040,Calera
413,Chicago,0.94,116900,0.05,35115,Montevallo
414,Chicago,0.94,116900,0.05,35186,Wilsonville
415,Chicago,0.94,116900,0.05,35124,Pelham
416,Chicago,0.94,116900,0.05,35242,Birmingham
417,Chicago,0.94,116900,0.05,35078,Harpersville
418,Chicago,0.94,116900,0.05,35143,Shelby
419,Chicago,0.94,116900,0.05,35080,Helena
420,Chicago,0.94,116900,0.05,35051,Columbiana
421,Chicago,0.8,51200,0.0425,35187,Wilton
422,Chicago,0.8,51200,0.0425,35178,Vincent
423,Chicago,0.8,51200,0.0425,35043,Chelsea
424,Chicago,0.8,51200,0.0425,35094,Leeds
425,Chicago,0.8,51200,0.0425,35176,Vandiver
426,Chicago,0.8,51200,0.0425,35007,Alabaster
427,Chicago,0.8,51200,0.0425,35147,Sterrett
428,Chicago,0.8,51200,0.0425,35114,Alabaster
429,Chicago,0.8,51200,0.0425,35040,Calera
430,Chicago,0.8,51200,0.0425,35115,Montevallo
431,Chicago,0.8,51200,0.0425,35186,Wilsonville
432,Chicago,0.8,51200,0.0425,35124,Pelham
433,Chicago,0.8,51200,0.0425,35242,Birmingham
434,Chicago,0.8,51200,0.0425,35078,Harpersville
435,Chicago,0.8,51200,0.0425,35143,Shelby
436,Chicago,0.8,51200,0.0425,35080,Helena
437,Chicago,0.8,51200,0.0425,35051,Columbiana
438,Chicago,1.01,90909,0.0538,35187,Wilton
439,Chicago,1.01,90909,0.0538,35178,Vincent
440,Chicago,1.01,90909,0.0538,35043,Chelsea
441,Chicago,1.01,90909,0.0538,35094,Leeds
442,Chicago,1.01,90909,0.0538,35176,Vandiver
443,Chicago,1.01,90909,0.0538,35007,Alabaster
444,Chicago,1.01,90909,0.0538,35147,Sterrett
445,Chicago,1.01,90909,0.0538,35114,Alabaster
446,Chicago,1.01,90909,0.0538,35040,Calera
447,Chicago,1.01,90909,0.0538,35115,Montevallo
448,Chicago,1.01,90909,0.0538,35186,Wilsonville
449,Chicago,1.01,90909,0.0538,35124,Pelham
450,Chicago,1.01,90909,0.0538,35242,Birmingham
451,Chicago,1.01,90909,0.0538,35078,Harpersville
452,Chicago,1.01,90909,0.0538,35143,Shelby
453,Chicago,1.01,90909,0.0538,35080,Helena
454,Chicago,1.01,90909,0.0538,35051,Columbiana
455,Chicago,0.99,132554,0.0438,35187,Wilton
456,Chicago,0.99,132554,0.0438,35178,Vincent
457,Chicago,0.99,132554,0.0438,35043,Chelsea
458,Chicago,0.99,132554,0.0438,35094,Leeds
459,Chicago,0.99,132554,0.0438,35176,Vandiver
460,Chicago,0.99,132554,0.0438,35007,Alabaster
461,Chicago,0.99,132554,0.0438,35147,Sterrett
462,Chicago,0.99,132554,0.0438,35114,Alabaster
463,Chicago,0.99,132554,0.0438,35040,Calera
464,Chicago,0.99,132554,0.0438,35115,Montevallo
465,Chicago,0.99,132554,0.0438,35186,Wilsonville
466,Chicago,0.99,132554,0.0438,35124,Pelham
467,Chicago,0.99,132554,0.0438,35242,Birmingham
468,Chicago,0.99,132554,0.0438,35078,Harpersville
469,Chicago,0.99,132554,0.0438,35143,Shelby
470,Chicago,0.99,132554,0.0438,35080,Helena
471,Chicago,0.99,132554,0.0438,35051,Columbiana
472,Chicago,0.95,251750,0.0463,35187,Wilton
473,Chicago,0.95,251750,0.0463,35178,Vincent
474,Chicago,0.95,251750,0.0463,35043,Chelsea
475,Chicago,0.95,251750,0.0463,35094,Leeds
476,Chicago,0.95,251750,0.0463,35176,Vandiver
477,Chicago,0.95,251750,0.0463,35007,Alabaster
478,Chicago,0.95,251750,0.0463,35147,Sterrett
479,Chicago,0.95,251750,0.0463,35114,Alabaster
480,Chicago,0.95,251750,0.0463,35040,Calera
481,Chicago,0.95,251750,0.0463,35115,Montevallo
482,Chicago,0.95,251750,0.0463,35186,Wilsonville
483,Chicago,0.95,251750,0.0463,35124,Pelham
484,Chicago,0.95,251750,0.0463,35242,Birmingham
485,Chicago,0.95,251750,0.0463,35078,Harpersville
486,Chicago,0.95,251750,0.0463,35143,Shelby
487,Chicago,0.95,251750,0.0463,35080,Helena
488,Chicago,0.95,251750,0.0463,35051,Columbiana
489,Chicago,0.99,110191,0.0488,35187,Wilton
490,Chicago,0.99,110191,0.0488,35178,Vincent
491,Chicago,0.99,110191,0.0488,35043,Chelsea
492,Chicago,0.99,110191,0.0488,35094,Leeds
493,Chicago,0.99,110191,0.0488,35176,Vandiver
494,Chicago,0.99,110191,0.0488,35007,Alabaster
495,Chicago,0.99,110191,0.0488,35147,Sterrett
496,Chicago,0.99,110191,0.0488,35114,Alabaster
497,Chicago,0.99,110191,0.0488,35040,Calera
498,Chicago,0.99,110191,0.0488,35115,Montevallo
499,Chicago,0.99,110191,0.0488,35186,Wilsonville
500,Chicago,0.99,110191,0.0488,35124,Pelham
501,Chicago,0.99,110191,0.0488,35242,Birmingham
502,Chicago,0.99,110191,0.0488,35078,Harpersville
503,Chicago,0.99,110191,0.0488,35143,Shelby
504,Chicago,0.99,110191,0.0488,35080,Helena
505,Chicago,0.99,110191,0.0488,35051,Columbiana
506,Chicago,0.75,57000,0.04,35187,Wilton
507,Chicago,0.75,57000,0.04,35178,Vincent
508,Chicago,0.75,57000,0.04,35043,Chelsea
509,Chicago,0.75,57000,0.04,35094,Leeds
510,Chicago,0.75,57000,0.04,35176,Vandiver
511,Chicago,0.75,57000,0.04,35007,Alabaster
512,Chicago,0.75,57000,0.04,35147,Sterrett
513,Chicago,0.75,57000,0.04,35114,Alabaster
514,Chicago,0.75,57000,0.04,35040,Calera
515,Chicago,0.75,57000,0.04,35115,Montevallo
516,Chicago,0.75,57000,0.04,35186,Wilsonville
517,Chicago,0.75,57000,0.04,35124,Pelham
518,Chicago,0.75,57000,0.04,35242,Birmingham
519,Chicago,0.75,57000,0.04,35078,Harpersville
