zip,year,bank,tractrat,income,bocreditscore,ltv,amount,rate,zipcode,city,state,metro,countyname,avghomevalue2016,avghomevalue2018
35473,2016,Boston,1.0727,108074,4,0.77,230000,0.0375,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2016,Boston,1.0727,108074,4,0.77,230000,0.0375,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2016,Boston,1.0727,108074,4,0.77,230000,0.0375,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
35456,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35456,Duncanville,AL,Tuscaloosa,Tuscaloosa County,134961,148746
35453,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa County,135767,143390
35476,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35476,Northport,AL,Tuscaloosa,Tuscaloosa County,113692,121632
35452,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35452,Coker,AL,Tuscaloosa,Tuscaloosa County,151664,162048
35446,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,136575,145498
35404,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,109968,117157
35444,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,121222,130719
35406,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,327972,350659
35405,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35405,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,158735,168916
35490,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35490,Vance,AL,Tuscaloosa,Tuscaloosa County,138119,147703
35480,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35480,Ralph,AL,Tuscaloosa,Tuscaloosa County,163506,178422
35111,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35111,Lake View,AL,Tuscaloosa,Tuscaloosa County,184093,196953
35475,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35475,Northport,AL,Tuscaloosa,Tuscaloosa County,219367,235413
35473,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2016,Boston,1.2843,120000,5,0.77,150000,0.04,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
35456,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35456,Duncanville,AL,Tuscaloosa,Tuscaloosa County,134961,148746
35453,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa County,135767,143390
35476,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35476,Northport,AL,Tuscaloosa,Tuscaloosa County,113692,121632
35452,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35452,Coker,AL,Tuscaloosa,Tuscaloosa County,151664,162048
35446,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,136575,145498
35404,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,109968,117157
35444,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,121222,130719
35406,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,327972,350659
35405,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35405,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,158735,168916
35490,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35490,Vance,AL,Tuscaloosa,Tuscaloosa County,138119,147703
35480,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35480,Ralph,AL,Tuscaloosa,Tuscaloosa County,163506,178422
35111,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35111,Lake View,AL,Tuscaloosa,Tuscaloosa County,184093,196953
35475,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35475,Northport,AL,Tuscaloosa,Tuscaloosa County,219367,235413
35473,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2016,Boston,1.0001,43056,4,0.8,80000,0.0288,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
35456,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35456,Duncanville,AL,Tuscaloosa,Tuscaloosa County,134961,148746
35453,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa County,135767,143390
35476,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35476,Northport,AL,Tuscaloosa,Tuscaloosa County,113692,121632
35452,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35452,Coker,AL,Tuscaloosa,Tuscaloosa County,151664,162048
35446,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,136575,145498
35404,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,109968,117157
35444,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,121222,130719
35406,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,327972,350659
35405,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35405,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,158735,168916
35490,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35490,Vance,AL,Tuscaloosa,Tuscaloosa County,138119,147703
35480,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35480,Ralph,AL,Tuscaloosa,Tuscaloosa County,163506,178422
35111,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35111,Lake View,AL,Tuscaloosa,Tuscaloosa County,184093,196953
35475,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35475,Northport,AL,Tuscaloosa,Tuscaloosa County,219367,235413
35473,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2016,Boston,1.0315,45290,4,0.9,146700,0.0388,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
35456,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35456,Duncanville,AL,Tuscaloosa,Tuscaloosa County,134961,148746
35453,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa County,135767,143390
35476,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35476,Northport,AL,Tuscaloosa,Tuscaloosa County,113692,121632
35452,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35452,Coker,AL,Tuscaloosa,Tuscaloosa County,151664,162048
35446,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,136575,145498
35404,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,109968,117157
35444,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,121222,130719
35406,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,327972,350659
35405,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35405,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,158735,168916
35490,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35490,Vance,AL,Tuscaloosa,Tuscaloosa County,138119,147703
35480,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35480,Ralph,AL,Tuscaloosa,Tuscaloosa County,163506,178422
35111,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35111,Lake View,AL,Tuscaloosa,Tuscaloosa County,184093,196953
35475,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35475,Northport,AL,Tuscaloosa,Tuscaloosa County,219367,235413
35473,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2016,Boston,0.8499,114130,5,0.66,127500,0.0288,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
35456,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35456,Duncanville,AL,Tuscaloosa,Tuscaloosa County,134961,148746
35453,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa County,135767,143390
35476,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35476,Northport,AL,Tuscaloosa,Tuscaloosa County,113692,121632
35452,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35452,Coker,AL,Tuscaloosa,Tuscaloosa County,151664,162048
35446,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,136575,145498
35404,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,109968,117157
35444,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,121222,130719
35406,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,327972,350659
35405,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35405,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,158735,168916
35490,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35490,Vance,AL,Tuscaloosa,Tuscaloosa County,138119,147703
35480,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35480,Ralph,AL,Tuscaloosa,Tuscaloosa County,163506,178422
35111,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35111,Lake View,AL,Tuscaloosa,Tuscaloosa County,184093,196953
35475,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35475,Northport,AL,Tuscaloosa,Tuscaloosa County,219367,235413
35473,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2016,Boston,1.1001,52188,3,0.74,121000,0.0363,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
35456,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35456,Duncanville,AL,Tuscaloosa,Tuscaloosa County,134961,148746
35453,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa County,135767,143390
35476,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35476,Northport,AL,Tuscaloosa,Tuscaloosa County,113692,121632
35452,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35452,Coker,AL,Tuscaloosa,Tuscaloosa County,151664,162048
35446,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,136575,145498
35404,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,109968,117157
35444,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,121222,130719
35406,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,327972,350659
35405,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35405,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,158735,168916
35490,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35490,Vance,AL,Tuscaloosa,Tuscaloosa County,138119,147703
35480,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35480,Ralph,AL,Tuscaloosa,Tuscaloosa County,163506,178422
35111,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35111,Lake View,AL,Tuscaloosa,Tuscaloosa County,184093,196953
35475,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35475,Northport,AL,Tuscaloosa,Tuscaloosa County,219367,235413
35473,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2016,Boston,1.2843,110063,5,0.64,250000,0.0375,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
35456,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35456,Duncanville,AL,Tuscaloosa,Tuscaloosa County,134961,148746
35453,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa County,135767,143390
35476,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35476,Northport,AL,Tuscaloosa,Tuscaloosa County,113692,121632
35452,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35452,Coker,AL,Tuscaloosa,Tuscaloosa County,151664,162048
35446,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,136575,145498
35404,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,109968,117157
35444,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,121222,130719
35406,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,327972,350659
35405,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35405,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,158735,168916
35490,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35490,Vance,AL,Tuscaloosa,Tuscaloosa County,138119,147703
35480,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35480,Ralph,AL,Tuscaloosa,Tuscaloosa County,163506,178422
35111,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35111,Lake View,AL,Tuscaloosa,Tuscaloosa County,184093,196953
35475,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35475,Northport,AL,Tuscaloosa,Tuscaloosa County,219367,235413
35473,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2016,Boston,1.1001,50695,5,0.8,204000,0.0325,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
35456,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35456,Duncanville,AL,Tuscaloosa,Tuscaloosa County,134961,148746
35453,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa County,135767,143390
35476,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35476,Northport,AL,Tuscaloosa,Tuscaloosa County,113692,121632
35452,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35452,Coker,AL,Tuscaloosa,Tuscaloosa County,151664,162048
35446,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,136575,145498
35404,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,109968,117157
35444,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,121222,130719
35406,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,327972,350659
35405,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35405,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,158735,168916
35490,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35490,Vance,AL,Tuscaloosa,Tuscaloosa County,138119,147703
35480,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35480,Ralph,AL,Tuscaloosa,Tuscaloosa County,163506,178422
35111,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35111,Lake View,AL,Tuscaloosa,Tuscaloosa County,184093,196953
35475,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35475,Northport,AL,Tuscaloosa,Tuscaloosa County,219367,235413
35473,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2018,Boston,1.3052,66409,5,0.6,146000,0.0438,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
35456,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35456,Duncanville,AL,Tuscaloosa,Tuscaloosa County,134961,148746
35453,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa County,135767,143390
35476,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35476,Northport,AL,Tuscaloosa,Tuscaloosa County,113692,121632
35452,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35452,Coker,AL,Tuscaloosa,Tuscaloosa County,151664,162048
35446,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,136575,145498
35404,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,109968,117157
35444,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,121222,130719
35406,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,327972,350659
35405,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35405,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,158735,168916
35490,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35490,Vance,AL,Tuscaloosa,Tuscaloosa County,138119,147703
35480,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35480,Ralph,AL,Tuscaloosa,Tuscaloosa County,163506,178422
35111,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35111,Lake View,AL,Tuscaloosa,Tuscaloosa County,184093,196953
35475,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35475,Northport,AL,Tuscaloosa,Tuscaloosa County,219367,235413
35473,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2018,Boston,0.6996,134534,3,0.59,169500,0.0363,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
35456,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35456,Duncanville,AL,Tuscaloosa,Tuscaloosa County,134961,148746
35453,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa County,135767,143390
35476,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35476,Northport,AL,Tuscaloosa,Tuscaloosa County,113692,121632
35452,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35452,Coker,AL,Tuscaloosa,Tuscaloosa County,151664,162048
35446,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,136575,145498
35404,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,109968,117157
35444,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,121222,130719
35406,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,327972,350659
35405,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35405,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,158735,168916
35490,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35490,Vance,AL,Tuscaloosa,Tuscaloosa County,138119,147703
35480,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35480,Ralph,AL,Tuscaloosa,Tuscaloosa County,163506,178422
35111,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35111,Lake View,AL,Tuscaloosa,Tuscaloosa County,184093,196953
35475,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35475,Northport,AL,Tuscaloosa,Tuscaloosa County,219367,235413
35473,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2018,Boston,0.4169,48240,2,0.71,145000,0.0475,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
35456,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35456,Duncanville,AL,Tuscaloosa,Tuscaloosa County,134961,148746
35453,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35453,Cottondale,AL,Tuscaloosa,Tuscaloosa County,135767,143390
35476,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35476,Northport,AL,Tuscaloosa,Tuscaloosa County,113692,121632
35452,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35452,Coker,AL,Tuscaloosa,Tuscaloosa County,151664,162048
35446,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,136575,145498
35404,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35404,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,109968,117157
35444,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,121222,130719
35406,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,327972,350659
35405,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35405,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,158735,168916
35490,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35490,Vance,AL,Tuscaloosa,Tuscaloosa County,138119,147703
35480,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35480,Ralph,AL,Tuscaloosa,Tuscaloosa County,163506,178422
35111,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35111,Lake View,AL,Tuscaloosa,Tuscaloosa County,184093,196953
35475,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35475,Northport,AL,Tuscaloosa,Tuscaloosa County,219367,235413
35473,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35473,Northport,AL,Tuscaloosa,Tuscaloosa County,172468,188215
35401,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35401,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,84369,94979
35463,2018,Boston,0.9551,59705,5,0.95,170000,0.0475,35463,Fosters,AL,Tuscaloosa,Tuscaloosa County,136723,148687
35458,2018,Boston,0.4169,63756,4,0.8,127920,0.0463,35458,Elrod,AL,Tuscaloosa,Tuscaloosa County,127052,137461
35457,2018,Boston,0.4169,63756,4,0.8,127920,0.0463,35457,Echola,AL,Tuscaloosa,Tuscaloosa County,179834,183244
