zip,year,bank,tractrat,income,bocreditscore,ltv,amount,rate,zipcode,city,state,metro,countyname,avghomevalue2016,avghomevalue2018
31522,2018,Des Moines,1.2869,89344,5,0.8,176000,0.0438,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2018,Des Moines,1.2869,89344,5,0.8,176000,0.0438,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2018,Des Moines,1.2869,89344,5,0.8,176000,0.0438,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2018,Des Moines,1.1716,75587,5,0.9,199710,0.045,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2018,Des Moines,1.1716,75587,5,0.9,199710,0.045,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2018,Des Moines,1.1716,75587,5,0.9,199710,0.045,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2018,Des Moines,1.1716,75587,5,0.9,199710,0.045,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2018,Des Moines,1.1716,75587,5,0.9,199710,0.045,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2018,Des Moines,1.0968,403566,5,0.78,370000,0.0438,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2018,Des Moines,1.0968,403566,5,0.78,370000,0.0438,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2018,Des Moines,1.0968,403566,5,0.78,370000,0.0438,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2018,Des Moines,1.0968,403566,5,0.78,370000,0.0438,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2018,Des Moines,1.0968,403566,5,0.78,370000,0.0438,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2018,Des Moines,1.0968,33721,5,0.44,100000,0.0438,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2018,Des Moines,1.0968,33721,5,0.44,100000,0.0438,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2018,Des Moines,1.0968,33721,5,0.44,100000,0.0438,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2018,Des Moines,1.0968,33721,5,0.44,100000,0.0438,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2018,Des Moines,1.0968,33721,5,0.44,100000,0.0438,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2018,Des Moines,0.9146,59110,3,0.72,160000,0.0488,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2018,Des Moines,0.9146,59110,3,0.72,160000,0.0488,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2018,Des Moines,0.9146,59110,3,0.72,160000,0.0488,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2018,Des Moines,0.9146,59110,3,0.72,160000,0.0488,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2018,Des Moines,0.9146,59110,3,0.72,160000,0.0488,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2018,Des Moines,0.9088,58866,5,0.43,119999,0.0438,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2018,Des Moines,0.9088,58866,5,0.43,119999,0.0438,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2018,Des Moines,0.9088,58866,5,0.43,119999,0.0438,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2018,Des Moines,0.9088,58866,5,0.43,119999,0.0438,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2018,Des Moines,0.9088,58866,5,0.43,119999,0.0438,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2018,Des Moines,0.9146,48693,3,0.53,100000,0.045,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2018,Des Moines,0.9146,48693,3,0.53,100000,0.045,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2018,Des Moines,0.9146,48693,3,0.53,100000,0.045,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2018,Des Moines,0.9146,48693,3,0.53,100000,0.045,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2018,Des Moines,0.9146,48693,3,0.53,100000,0.045,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,0.7221,69300,5,0.65,131000,0.0375,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,0.7221,69300,5,0.65,131000,0.0375,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,0.7221,69300,5,0.65,131000,0.0375,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,0.7221,69300,5,0.65,131000,0.0375,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,0.7221,69300,5,0.65,131000,0.0375,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,0.7221,47429,5,0.7,190000,0.035,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,0.7221,47429,5,0.7,190000,0.035,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,0.7221,47429,5,0.7,190000,0.035,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,0.7221,47429,5,0.7,190000,0.035,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,0.7221,47429,5,0.7,190000,0.035,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,0.7221,538298,4,0.79,400000,0.0363,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,0.7221,538298,4,0.79,400000,0.0363,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,0.7221,538298,4,0.79,400000,0.0363,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,0.7221,538298,4,0.79,400000,0.0363,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,0.7221,538298,4,0.79,400000,0.0363,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.0175,31720,5,0.58,87000,0.0325,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.0175,31720,5,0.58,87000,0.0325,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.0175,31720,5,0.58,87000,0.0325,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.0175,31720,5,0.58,87000,0.0325,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.0175,31720,5,0.58,87000,0.0325,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.3051,74712,5,0.66,163000,0.0325,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.3051,74712,5,0.66,163000,0.0325,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.3051,74712,5,0.66,163000,0.0325,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.3051,74712,5,0.66,163000,0.0325,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.3051,74712,5,0.66,163000,0.0325,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,0.6663,56369,5,0.75,115000,0.0313,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,0.6663,56369,5,0.75,115000,0.0313,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,0.6663,56369,5,0.75,115000,0.0313,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,0.6663,56369,5,0.75,115000,0.0313,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,0.6663,56369,5,0.75,115000,0.0313,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.3051,115100,5,0.53,150000,0.0325,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.3051,115100,5,0.53,150000,0.0325,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.3051,115100,5,0.53,150000,0.0325,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.3051,115100,5,0.53,150000,0.0325,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.3051,115100,5,0.53,150000,0.0325,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.0175,348378,5,0.71,235000,0.0338,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.0175,348378,5,0.71,235000,0.0338,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.0175,348378,5,0.71,235000,0.0338,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.0175,348378,5,0.71,235000,0.0338,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.0175,348378,5,0.71,235000,0.0338,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.3051,188000,5,0.52,100000,0.03,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.3051,188000,5,0.52,100000,0.03,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.3051,188000,5,0.52,100000,0.03,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.3051,188000,5,0.52,100000,0.03,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.3051,188000,5,0.52,100000,0.03,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.0175,100414,4,0.95,177650,0.0363,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.0175,100414,4,0.95,177650,0.0363,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.0175,100414,4,0.95,177650,0.0363,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.0175,100414,4,0.95,177650,0.0363,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.0175,100414,4,0.95,177650,0.0363,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.4222,184537,5,0.62,406500,0.035,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.4222,184537,5,0.62,406500,0.035,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.4222,184537,5,0.62,406500,0.035,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.4222,184537,5,0.62,406500,0.035,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.4222,184537,5,0.62,406500,0.035,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.2767,70096,4,0.73,158600,0.0388,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.2767,70096,4,0.73,158600,0.0388,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.2767,70096,4,0.73,158600,0.0388,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.2767,70096,4,0.73,158600,0.0388,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.2767,70096,4,0.73,158600,0.0388,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.179,125772,5,0.65,230000,0.0325,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.179,125772,5,0.65,230000,0.0325,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.179,125772,5,0.65,230000,0.0325,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.179,125772,5,0.65,230000,0.0325,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.179,125772,5,0.65,230000,0.0325,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.2767,182169,3,0.72,417000,0.0325,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.2767,182169,3,0.72,417000,0.0325,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.2767,182169,3,0.72,417000,0.0325,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.2767,182169,3,0.72,417000,0.0325,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.2767,182169,3,0.72,417000,0.0325,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.179,45924,5,0.56,186000,0.0375,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.179,45924,5,0.56,186000,0.0375,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.179,45924,5,0.56,186000,0.0375,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.179,45924,5,0.56,186000,0.0375,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.179,45924,5,0.56,186000,0.0375,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,0.7221,67069,4,0.77,90000,0.0375,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,0.7221,67069,4,0.77,90000,0.0375,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,0.7221,67069,4,0.77,90000,0.0375,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,0.7221,67069,4,0.77,90000,0.0375,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,0.7221,67069,4,0.77,90000,0.0375,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,0.7221,155143,5,0.76,227000,0.0338,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,0.7221,155143,5,0.76,227000,0.0338,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,0.7221,155143,5,0.76,227000,0.0338,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,0.7221,155143,5,0.76,227000,0.0338,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,0.7221,155143,5,0.76,227000,0.0338,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.3051,88544,5,0.68,158000,0.0325,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.3051,88544,5,0.68,158000,0.0325,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.3051,88544,5,0.68,158000,0.0325,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.3051,88544,5,0.68,158000,0.0325,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.3051,88544,5,0.68,158000,0.0325,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.271,192203,5,0.54,227100,0.035,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.271,192203,5,0.54,227100,0.035,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.271,192203,5,0.54,227100,0.035,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.271,192203,5,0.54,227100,0.035,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.271,192203,5,0.54,227100,0.035,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.271,95098,4,0.57,150000,0.0313,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.271,95098,4,0.57,150000,0.0313,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.271,95098,4,0.57,150000,0.0313,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.271,95098,4,0.57,150000,0.0313,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.271,95098,4,0.57,150000,0.0313,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.271,81863,4,0.8,208000,0.0313,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.271,81863,4,0.8,208000,0.0313,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.271,81863,4,0.8,208000,0.0313,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.271,81863,4,0.8,208000,0.0313,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.271,81863,4,0.8,208000,0.0313,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.179,162149,5,0.7,132000,0.0313,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.179,162149,5,0.7,132000,0.0313,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.179,162149,5,0.7,132000,0.0313,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.179,162149,5,0.7,132000,0.0313,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.179,162149,5,0.7,132000,0.0313,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.179,117082,5,0.45,360000,0.0275,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.179,117082,5,0.45,360000,0.0275,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.179,117082,5,0.45,360000,0.0275,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.179,117082,5,0.45,360000,0.0275,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.179,117082,5,0.45,360000,0.0275,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.4222,150000,5,0.61,190000,0.03,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.4222,150000,5,0.61,190000,0.03,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.4222,150000,5,0.61,190000,0.03,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.4222,150000,5,0.61,190000,0.03,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.4222,150000,5,0.61,190000,0.03,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.2767,118031,5,0.48,160000,0.0275,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.2767,118031,5,0.48,160000,0.0275,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.2767,118031,5,0.48,160000,0.0275,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.2767,118031,5,0.48,160000,0.0275,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.2767,118031,5,0.48,160000,0.0275,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,0.7221,131687,4,0.84,259600,0.035,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,0.7221,131687,4,0.84,259600,0.035,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,0.7221,131687,4,0.84,259600,0.035,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,0.7221,131687,4,0.84,259600,0.035,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,0.7221,131687,4,0.84,259600,0.035,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.179,54000,5,0.8,255000,0.0325,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.179,54000,5,0.8,255000,0.0325,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.179,54000,5,0.8,255000,0.0325,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.179,54000,5,0.8,255000,0.0325,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.179,54000,5,0.8,255000,0.0325,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.2767,147000,5,0.8,180800,0.0313,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.2767,147000,5,0.8,180800,0.0313,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.2767,147000,5,0.8,180800,0.0313,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.2767,147000,5,0.8,180800,0.0313,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.2767,147000,5,0.8,180800,0.0313,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.3051,220548,5,0.8,164000,0.0275,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.3051,220548,5,0.8,164000,0.0275,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.3051,220548,5,0.8,164000,0.0275,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.3051,220548,5,0.8,164000,0.0275,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.3051,220548,5,0.8,164000,0.0275,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.271,105168,5,0.79,260000,0.0438,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.271,105168,5,0.79,260000,0.0438,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.271,105168,5,0.79,260000,0.0438,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.271,105168,5,0.79,260000,0.0438,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.271,105168,5,0.79,260000,0.0438,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.0175,31763,5,0.55,68000,0.04,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.0175,31763,5,0.55,68000,0.04,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.0175,31763,5,0.55,68000,0.04,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.0175,31763,5,0.55,68000,0.04,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.0175,31763,5,0.55,68000,0.04,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.4222,124842,3,0.8,340000,0.0388,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.4222,124842,3,0.8,340000,0.0388,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.4222,124842,3,0.8,340000,0.0388,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.4222,124842,3,0.8,340000,0.0388,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.4222,124842,3,0.8,340000,0.0388,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.271,77040,5,1.01,211311,0.04,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.271,77040,5,1.01,211311,0.04,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.271,77040,5,1.01,211311,0.04,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.271,77040,5,1.01,211311,0.04,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.271,77040,5,1.01,211311,0.04,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.179,62004,5,0.66,110000,0.03,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.179,62004,5,0.66,110000,0.03,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.179,62004,5,0.66,110000,0.03,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.179,62004,5,0.66,110000,0.03,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.179,62004,5,0.66,110000,0.03,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,0.7221,29427,4,0.5,59000,0.0325,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,0.7221,29427,4,0.5,59000,0.0325,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,0.7221,29427,4,0.5,59000,0.0325,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,0.7221,29427,4,0.5,59000,0.0325,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,0.7221,29427,4,0.5,59000,0.0325,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.271,167906,3,0.67,417000,0.0313,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.271,167906,3,0.67,417000,0.0313,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.271,167906,3,0.67,417000,0.0313,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
31561,2016,Des Moines,1.271,167906,3,0.67,417000,0.0313,31561,Sea Island,GA,Brunswick,Glynn County,2363239,2484865
31525,2016,Des Moines,1.271,167906,3,0.67,417000,0.0313,31525,Brunswick,GA,Brunswick,Glynn County,137351,155264
31520,2016,Des Moines,1.271,339374,4,0.8,261228,0.0338,31520,Brunswick,GA,Brunswick,Glynn County,61399,63409
31523,2016,Des Moines,1.271,339374,4,0.8,261228,0.0338,31523,Brunswick,GA,Brunswick,Glynn County,177112,195247
31522,2016,Des Moines,1.271,339374,4,0.8,261228,0.0338,31522,Saint Simons Island,GA,Brunswick,Glynn County,402015,439539
