ZipCode,City,State,Metro,CountyName,2018_AvgHomeValue
10011,New York,NY,New York-Newark-Jersey City,New York County,2972653
98039,Medina,WA,Seattle-Tacoma-Bellevue,King County,2954222
94306,Palo Alto,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2924042
94115,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2899728
11930,Amagansett,NY,New York-Newark-Jersey City,Suffolk County,2862551
94010,Burlingame,CA,San Francisco-Oakland-Hayward,San Mateo County,2831254
10003,New York,NY,New York-Newark-Jersey City,New York County,2822956
95070,Saratoga,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2750971
11217,New York,NY,New York-Newark-Jersey City,Kings County,2693268
34102,Naples,FL,Naples-Immokalee-Marco Island,Collier County,2676049
90272,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2668153
11231,New York,NY,New York-Newark-Jersey City,Kings County,2632442
95030,Los Gatos,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2622016
11932,Bridgehampton,NY,New York-Newark-Jersey City,Suffolk County,2618084
33149,Key Biscayne,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,2591878
93108,Montecito,CA,Santa Maria-Santa Barbara,Santa Barbara County,2588743
10022,New York,NY,New York-Newark-Jersey City,New York County,2557630
94040,Mountain View,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2556973
07620,Alpine,NJ,New York-Newark-Jersey City,Bergen County,2532348
33109,Fisher Island,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,2519784
90049,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2519045
94025,Menlo Park,CA,San Francisco-Oakland-Hayward,San Mateo County,2506532
11975,Wainscott,NY,New York-Newark-Jersey City,Suffolk County,2504700
31561,Sea Island,GA,Brunswick,Glynn County,2484865
92067,Rancho Santa Fe,CA,San Diego-Carlsbad,San Diego County,2484411
92661,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,2453041
94109,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2430830
95014,Cupertino,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2424946
92625,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,2423713
10012,New York,NY,New York-Newark-Jersey City,New York County,2419879
94920,Tiburon,CA,San Francisco-Oakland-Hayward,Marin County,2389818
94528,Diablo,CA,San Francisco-Oakland-Hayward,Contra Costa County,2371064
90265,Malibu,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2361840
90020,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2356050
94129,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2349495
92662,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,2345614
90212,Beverly Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2323508
02116,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2312393
94957,Ross,CA,San Francisco-Oakland-Hayward,Marin County,2278693
90077,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2278628
94133,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2237553
94303,Palo Alto,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2236453
02112,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2211198
11215,New York,NY,New York-Newark-Jersey City,Kings County,2202364
94087,Sunnyvale,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2198502
90024,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2198117
11568,Old Westbury,NY,New York-Newark-Jersey City,Nassau County,2176815
94041,Mountain View,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2176338
89413,Glenbrook,NV,Gardnerville Ranchos,Douglas County,2161426
94062,Redwood City,CA,San Francisco-Oakland-Hayward,San Mateo County,2157471
11238,New York,NY,New York-Newark-Jersey City,Kings County,2149467
92091,Rancho Santa Fe,CA,San Diego-Carlsbad,San Diego County,2143197
94970,Stinson Beach,CA,San Francisco-Oakland-Hayward,Marin County,2141745
98004,Bellevue,WA,Seattle-Tacoma-Bellevue,King County,2136883
83025,Teton Village,WY,Jackson,Teton County,2132001
94117,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2129567
94118,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2127625
02118,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2127079
02445,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2075961
02114,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2070119
90069,West Hollywood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2056746
94114,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2046189
06830,Greenwich,CT,Bridgeport-Stamford-Norwalk,Fairfield County,2037386
94563,Orinda,CA,San Francisco-Oakland-Hayward,Contra Costa County,2035499
10031,New York,NY,New York-Newark-Jersey City,New York County,2028312
94402,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2024409
94108,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2023268
95129,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2012544
33921,Boca Grande,FL,Cape Coral-Fort Myers,Lee County,2010867
94506,Danville,CA,San Francisco-Oakland-Hayward,Contra Costa County,1979724
95032,Los Gatos,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1951505
94070,San Carlos,CA,San Francisco-Oakland-Hayward,San Mateo County,1949748
53203,Milwaukee,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,1942766
02138,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,1940340
92651,Laguna Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,1934703
02446,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,1933380
08247,Stone Harbor,NJ,Ocean City,Cape May County,1923080
33139,Miami Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1910452
94065,Redwood City,CA,San Francisco-Oakland-Hayward,San Mateo County,1903423
11024,Great Neck,NY,New York-Newark-Jersey City,Nassau County,1900405
92663,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,1896759
11959,Quogue,NY,New York-Newark-Jersey City,Suffolk County,1878546
11765,Mill Neck,NY,New York-Newark-Jersey City,Nassau County,1867881
94043,Mountain View,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1865474
94507,Alamo,CA,San Francisco-Oakland-Hayward,Contra Costa County,1855872
29482,Sullivans Island,SC,Charleston-North Charleston,Charleston County,1855513
11205,New York,NY,New York-Newark-Jersey City,Kings County,1851850
94904,Kentfield,CA,San Francisco-Oakland-Hayward,Marin County,1847577
94002,Belmont,CA,San Francisco-Oakland-Hayward,San Mateo County,1836011
92660,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,1834832
94086,Sunnyvale,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1832759
90403,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1815696
07723,Deal,NJ,New York-Newark-Jersey City,Monmouth County,1814564
94030,Millbrae,CA,San Francisco-Oakland-Hayward,San Mateo County,1800465
90094,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1793215
10580,Rye,NY,New York-Newark-Jersey City,Westchester County,1788020
89402,Incline Village,NV,Reno,Washoe County,1784462
21056,Gibson Island,MD,Baltimore-Columbia-Towson,Anne Arundel County,1775100
94404,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,1774380
90266,Manhattan Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1768856
94127,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1759328
90401,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1750924
92037,San Diego,CA,San Diego-Carlsbad,San Diego County,1748991
11222,New York,NY,New York-Newark-Jersey City,Kings County,1739330
90010,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1724246
08202,Avalon,NJ,Ocean City,Cape May County,1713470
98040,Mercer Island,WA,Seattle-Tacoma-Bellevue,King County,1706371
10030,New York,NY,New York-Newark-Jersey City,New York County,1701812
90211,Beverly Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1689241
33140,Miami Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1681391
94061,Redwood City,CA,San Francisco-Oakland-Hayward,San Mateo County,1677209
92118,Coronado,CA,San Diego-Carlsbad,San Diego County,1673364
94939,Larkspur,CA,San Francisco-Oakland-Hayward,Marin County,1672416
02109,Boston,MA,Boston-Cambridge-Newton,Suffolk County,1667881
06870,Greenwich,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1658034
11030,Manhasset,NY,New York-Newark-Jersey City,Nassau County,1657351
94121,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1654560
94539,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,1652610
94131,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1650062
10069,New York,NY,New York-Newark-Jersey City,New York County,1647800
94403,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,1647557
90405,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1643411
95120,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1642219
92014,Del Mar,CA,San Diego-Carlsbad,San Diego County,1640582
84060,Park City,UT,Summit Park,Summit County,1633459
90274,Palos Verdes Estates,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1625208
94102,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1625084
11963,Sag Harbor,NY,New York-Newark-Jersey City,Suffolk County,1616623
83014,Wilson,WY,Jackson,Teton County,1615392
94705,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,1614632
85253,Paradise Valley,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,1613407
29941,Sheldon,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,1613391
90291,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1606045
93953,Del Monte Forest,CA,Salinas,Monterey County,1598123
07030,Hoboken,NJ,New York-Newark-Jersey City,Hudson County,1597517
94158,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1595873
94941,Mill Valley,CA,San Francisco-Oakland-Hayward,Marin County,1593755
11249,New York,NY,New York-Newark-Jersey City,Kings County,1583985
91108,San Marino,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1583286
06878,Greenwich,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1575310
20008,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,1572056
95130,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1570048
94556,Moraga,CA,San Francisco-Oakland-Hayward,Contra Costa County,1567005
10023,New York,NY,New York-Newark-Jersey City,New York County,1564583
95051,Santa Clara,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1563849
91436,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1563534
10282,New York,NY,New York-Newark-Jersey City,New York County,1558039
94526,Danville,CA,San Francisco-Oakland-Hayward,Contra Costa County,1548546
11937,East Hampton,NY,New York-Newark-Jersey City,Suffolk County,1542775
11216,New York,NY,New York-Newark-Jersey City,Kings County,1533130
90048,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1532392
02493,Weston,MA,Boston-Cambridge-Newton,Middlesex County,1532202
94103,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1528796
03871,Rye,NH,Boston-Cambridge-Newton,Rockingham County,1527877
90293,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1525838
94707,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,1518645
11211,New York,NY,New York-Newark-Jersey City,Kings County,1515861
90035,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1510657
07078,Short Hills,NJ,New York-Newark-Jersey City,Essex County,1508461
11954,Montauk,NY,New York-Newark-Jersey City,Suffolk County,1505702
81655,Wolcott,CO,Edwards,Eagle County,1505351
94110,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1504361
11968,Southampton,NY,New York-Newark-Jersey City,Suffolk County,1498157
90036,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1497502
02468,Newton,MA,Boston-Cambridge-Newton,Middlesex County,1493289
83353,Sun Valley,ID,Hailey,Blaine County,1487905
92603,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange County,1485151
11225,New York,NY,New York-Newark-Jersey City,Kings County,1483143
95008,Campbell,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1477652
06831,Greenwich,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1474673
90064,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1472799
02481,Wellesley,MA,Boston-Cambridge-Newton,Norfolk County,1472219
94618,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,1470957
95117,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1469602
90067,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1468280
95135,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1467962
90254,Hermosa Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1467570
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1464869
10036,New York,NY,New York-Newark-Jersey City,New York County,1463539
90292,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1462959
10017,New York,NY,New York-Newark-Jersey City,New York County,1458964
75205,University Park,TX,Dallas-Fort Worth-Arlington,Dallas County,1457115
81657,Vail,CO,Edwards,Eagle County,1454556
94122,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1447724
94708,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,1447351
10025,New York,NY,New York-Newark-Jersey City,New York County,1445711
02535,Chilmark,MA,Vineyard Haven,Dukes County,1445132
94925,Corte Madera,CA,San Francisco-Oakland-Hayward,Marin County,1436470
90025,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1435771
94549,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,1433962
91302,Calabasas,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1433427
10009,New York,NY,New York-Newark-Jersey City,New York County,1429447
94946,Nicasio,CA,San Francisco-Oakland-Hayward,Marin County,1427084
10016,New York,NY,New York-Newark-Jersey City,New York County,1426803
10032,New York,NY,New York-Newark-Jersey City,New York County,1425843
94107,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1425416
94085,Sunnyvale,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1425235
94105,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1423663
94116,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1419313
94074,San Gregorio,CA,San Francisco-Oakland-Hayward,San Mateo County,1418594
95138,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1415150
95125,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1414046
98112,Seattle,WA,Seattle-Tacoma-Bellevue,King County,1407524
96821,Honolulu,HI,Urban Honolulu,Honolulu County,1407370
06820,Darien,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1407366
95124,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1406550
11965,Town of Shelter Island,NY,New York-Newark-Jersey City,Suffolk County,1403767
90066,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1402754
02467,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,1396409
94965,Sausalito,CA,San Francisco-Oakland-Hayward,Marin County,1392934
06840,New Canaan,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1390954
75225,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,1389807
93067,Summerland,CA,Santa Maria-Santa Barbara,Santa Barbara County,1388642
95140,East Foothills,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1387678
02459,Newton,MA,Boston-Cambridge-Newton,Middlesex County,1384470
94709,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,1380166
94704,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,1379203
94610,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,1378742
91011,La Canada Flintridge,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1376723
07976,Harding Township,NJ,New York-Newark-Jersey City,Morris County,1376156
92075,Solana Beach,CA,San Diego-Carlsbad,San Diego County,1374642
08750,Sea Girt,NJ,New York-Newark-Jersey City,Monmouth County,1367284
94582,San Ramon,CA,San Francisco-Oakland-Hayward,Contra Costa County,1366285
10577,Purchase,NY,New York-Newark-Jersey City,Westchester County,1365529
95054,Santa Clara,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1365019
02115,Boston,MA,Boston-Cambridge-Newton,Suffolk County,1363856
60043,Kenilworth,IL,Chicago-Naperville-Elgin,Cook County,1362159
10002,New York,NY,New York-Newark-Jersey City,New York County,1361689
20007,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,1359290
94611,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,1358235
95050,Santa Clara,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1357416
90245,El Segundo,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1354932
90005,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1354020
10027,New York,NY,New York-Newark-Jersey City,New York County,1351699
90275,Rancho Palos Verdes,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1349964
94132,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1343944
93923,Carmel-by-the-Sea,CA,Salinas,Monterey County,1340355
11218,New York,NY,New York-Newark-Jersey City,Kings County,1339164
90034,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1338749
94089,Sunnyvale,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1336043
91604,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1326424
90277,Redondo Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1324311
98005,Bellevue,WA,Seattle-Tacoma-Bellevue,King County,1314143
11559,Lawrence,NY,New York-Newark-Jersey City,Nassau County,1312504
90232,Culver City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1302610
11978,Westhampton Beach,NY,New York-Newark-Jersey City,Suffolk County,1301436
11021,Great Neck,NY,New York-Newark-Jersey City,Nassau County,1297732
91403,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1296867
33122,Doral,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1296127
90068,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1294101
92618,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange County,1289832
91008,Bradbury,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1289354
06390,Fishers Island,NY,New York-Newark-Jersey City,Suffolk County,1288636
94111,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1281534
93920,Big Sur,CA,Salinas,Monterey County,1280613
29401,Charleston,SC,Charleston-North Charleston,Charleston County,1279657
90404,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1276884
20052,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,1272854
95128,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1268765
96712,Haleiwa,HI,Urban Honolulu,Honolulu County,1266568
02139,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,1266327
92861,Villa Park,CA,Los Angeles-Long Beach-Anaheim,Orange County,1265216
11230,New York,NY,New York-Newark-Jersey City,Kings County,1263678
90743,Seal Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,1259641
94019,Half Moon Bay,CA,San Francisco-Oakland-Hayward,San Mateo County,1259476
90056,Ladera Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1256276
94566,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,1255993
94401,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,1254237
22102,McLean,VA,Washington-Arlington-Alexandria,Fairfax County,1254045
95002,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1253874
94063,Redwood City,CA,San Francisco-Oakland-Hayward,San Mateo County,1252001
07302,Jersey City,NJ,New York-Newark-Jersey City,Hudson County,1251949
10583,Scarsdale,NY,New York-Newark-Jersey City,Westchester County,1250250
11219,New York,NY,New York-Newark-Jersey City,Kings County,1249849
95118,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1249813
95134,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1247803
90004,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1247796
92130,San Diego,CA,San Diego-Carlsbad,San Diego County,1246814
20815,Chevy Chase,MD,Washington-Arlington-Alexandria,Montgomery County,1245171
94960,San Anselmo,CA,San Francisco-Oakland-Hayward,Marin County,1243486
02482,Wellesley,MA,Boston-Cambridge-Newton,Norfolk County,1242209
07632,Englewood Cliffs,NJ,New York-Newark-Jersey City,Bergen County,1242152
20016,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,1239398
08738,Mantoloking,NJ,New York-Newark-Jersey City,Ocean County,1237951
93921,Carmel-by-the-Sea,CA,Salinas,Monterey County,1237860
10005,New York,NY,New York-Newark-Jersey City,New York County,1236428
98102,Seattle,WA,Seattle-Tacoma-Bellevue,King County,1235942
90742,Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,1234560
93110,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara County,1234075
03854,New Castle,NH,Boston-Cambridge-Newton,Rockingham County,1232122
94583,San Ramon,CA,San Francisco-Oakland-Hayward,Contra Costa County,1231691
90027,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1228758
93109,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara County,1227794
96822,Honolulu,HI,Urban Honolulu,Honolulu County,1226539
11213,New York,NY,New York-Newark-Jersey City,Kings County,1224760
91423,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1224405
81654,Aspen,CO,Glenwood Springs,Pitkin County,1223090
91356,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1221960
10038,New York,NY,New York-Newark-Jersey City,New York County,1217712
94038,Moss Beach,CA,San Francisco-Oakland-Hayward,San Mateo County,1215702
95132,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1214381
92007,Encinitas,CA,San Diego-Carlsbad,San Diego County,1214372
10538,Larchmont,NY,New York-Newark-Jersey City,Westchester County,1208080
11724,Cold Spring Harbor,NY,New York-Newark-Jersey City,Suffolk County,1207899
11106,New York,NY,New York-Newark-Jersey City,New York County,1207805
98109,Seattle,WA,Seattle-Tacoma-Bellevue,King County,1205757
95141,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1204396
95126,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1204124
90045,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1203417
90290,Topanga,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1201779
94937,Inverness,CA,San Francisco-Oakland-Hayward,Marin County,1201385
77024,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,1199290
10001,New York,NY,New York-Newark-Jersey City,New York County,1196571
60614,Chicago,IL,Chicago-Naperville-Elgin,Cook County,1194321
94066,San Bruno,CA,San Francisco-Oakland-Hayward,San Mateo County,1194013
94018,Half Moon Bay,CA,San Francisco-Oakland-Hayward,San Mateo County,1193368
94703,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,1190747
94037,Montara,CA,San Francisco-Oakland-Hayward,San Mateo County,1189853
93103,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara County,1188277
28207,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,1187774
11576,East Hills,NY,New York-Newark-Jersey City,Nassau County,1186565
30327,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,1185978
77005,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,1185598
93105,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara County,1184381
92602,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange County,1183741
02458,Newton,MA,Boston-Cambridge-Newton,Middlesex County,1181046
11102,New York,NY,New York-Newark-Jersey City,New York County,1179218
10026,New York,NY,New York-Newark-Jersey City,New York County,1178266
91105,Pasadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1177416
94586,Sunol,CA,San Francisco-Oakland-Hayward,Alameda County,1177402
33924,Captiva,FL,Cape Coral-Fort Myers,Lee County,1175848
19710,Wilmington,DE,Philadelphia-Camden-Wilmington,New Castle County,1174337
01773,Lincoln,MA,Boston-Cambridge-Newton,Middlesex County,1173652
02140,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,1173551
81632,Edwards,CO,Edwards,Eagle County,1171386
98033,Kirkland,WA,Seattle-Tacoma-Bellevue,King County,1170240
95035,Milpitas,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1168494
95131,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1168173
